     prop.aneu   prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.9999219 0.145937315 0.6593725258 0.4340853607    0.00   0.00      1.00
2    0.9766797 0.654456772 0.2871038315 0.9780623340    0.00   0.04      0.96
3    1.0000000 0.571218554 0.8243122231 0.1854698695    0.00   0.00      1.00
4    1.0000000 0.499216045 0.7373250483 0.1745170751    0.00   0.00      1.00
5    0.9600781 0.413146083 0.2939847603 0.6113111016    0.00   0.18      0.82
6    0.9996094 0.747097528 0.5308754281 0.5421156345    0.00   0.00      1.00
7    0.9999219 0.531198414 0.7461389385 0.5165153116    0.00   0.00      1.00
8    0.9991406 0.821726601 0.5305025417 0.0435111092    0.00   0.00      1.00
9    0.9363672 0.310985593 0.2595070591 0.8697511707    0.00   0.24      0.76
10   1.0000000 0.024410777 0.7399056002 0.6535749536    0.00   0.00      1.00
11   1.0000000 0.562284117 0.7596595010 0.3585865931    0.00   0.00      1.00
12   0.9999609 0.913042370 0.6391066718 0.8841351869    0.00   0.00      1.00
13   0.9990625 0.317937154 0.5655926012 0.1829432007    0.00   0.00      1.00
14   0.9991016 0.360775464 0.5697189651 0.0274846023    0.00   0.00      1.00
15   0.9999609 0.301395404 0.7087578250 0.7933196831    0.00   0.00      1.00
16   0.9829297 0.874420588 0.1604088868 0.1551826503    0.00   0.04      0.96
17   1.0000000 0.887781256 0.9680688765 0.3278441420    0.00   0.00      1.00
18   1.0000000 0.873968610 0.4529864108 0.8686766084    0.00   0.00      1.00
19   1.0000000 0.087250362 0.7819575330 0.1482130538    0.00   0.00      1.00
20   0.9999219 0.705433392 0.5527885894 0.6449198246    0.00   0.00      1.00
21   0.9999609 0.914044538 0.6454766488 0.2235879051    0.00   0.00      1.00
22   0.8630859 0.726925952 0.0281684331 0.1741774397    0.11   0.06      0.83
23   1.0000000 0.116835774 0.8443732387 0.2439450175    0.00   0.00      1.00
24   1.0000000 0.970320576 0.8904283009 0.2598260436    0.00   0.00      1.00
25   0.9954688 0.318947234 0.4651951061 0.2553314513    0.00   0.02      0.98
26   0.9930859 0.925797426 0.2573122324 0.3047478895    0.00   0.01      0.99
27   1.0000000 0.205089467 0.7412635204 0.5310627988    0.00   0.00      1.00
28   0.9521875 0.135320670 0.2925172083 0.6606262689    0.00   0.17      0.83
29   0.9372656 0.553994025 0.2039780957 0.4149694087    0.00   0.20      0.80
30   0.9987109 0.713137374 0.5148273564 0.0453610606    0.00   0.00      1.00
31   0.3600000 0.076220004 0.0430668590 0.9037443555    0.11   0.82      0.07
32   1.0000000 0.021873415 0.7165004178 0.4615542528    0.00   0.00      1.00
33   0.5310547 0.563979624 0.0036348298 0.1950134151    0.45   0.03      0.52
34   1.0000000 0.603772127 0.8603549409 0.8188926850    0.00   0.00      1.00
35   0.9351172 0.786263156 0.1528204682 0.1573662828    0.00   0.18      0.82
36   0.9639453 0.854079851 0.1842321726 0.3350101099    0.00   0.11      0.89
37   1.0000000 0.316364692 0.9329901566 0.4773539833    0.00   0.00      1.00
38   1.0000000 0.869940101 0.6478123416 0.9132142840    0.00   0.00      1.00
39   0.9896094 0.896580974 0.2764399748 0.5254587834    0.00   0.05      0.95
40   0.9228125 0.390528078 0.2085106284 0.3425014548    0.00   0.29      0.71
41   0.9637891 0.093974699 0.3307933907 0.1645923799    0.00   0.16      0.84
42   0.9126562 0.334907521 0.2244034603 0.7290866836    0.00   0.30      0.70
43   1.0000000 0.324913843 0.9699346996 0.1761590163    0.00   0.00      1.00
44   1.0000000 0.734673520 0.9554279691 0.1201888174    0.00   0.00      1.00
45   0.8784375 0.461700416 0.1660363073 0.8492081033    0.00   0.40      0.60
46   1.0000000 0.803052593 0.7570885797 0.0134617563    0.00   0.00      1.00
47   0.4457031 0.215498347 0.0500849865 0.2691911391    0.26   0.56      0.18
48   1.0000000 0.691739245 0.9610064628 0.8224461637    0.00   0.00      1.00
49   1.0000000 0.543119827 0.7124575314 0.8839707247    0.00   0.00      1.00
50   1.0000000 0.943686351 0.9537221745 0.7086930366    0.00   0.00      1.00
51   0.7653125 0.672262438 0.0466510572 0.3966808501    0.10   0.22      0.68
52   0.9664453 0.137459298 0.3465169619 0.4860083817    0.00   0.15      0.85
53   1.0000000 0.112802218 0.7624858147 0.4680773527    0.00   0.00      1.00
54   0.9998828 0.630316629 0.6359061352 0.1353102624    0.00   0.01      0.99
55   0.9875781 0.410117469 0.3676871907 0.7681887329    0.00   0.05      0.95
56   0.2284375 0.021326941 0.0307180604 0.5722494223    0.35   0.65      0.00
57   1.0000000 0.431283659 0.8327598427 0.3994394240    0.00   0.00      1.00
58   0.9269531 0.380391049 0.2329831722 0.3814230633    0.00   0.26      0.74
59   1.0000000 0.071401228 0.8048929176 0.0850395467    0.00   0.00      1.00
60   0.9997656 0.625764816 0.5881084811 0.5401826529    0.00   0.00      1.00
61   0.9849219 0.892311971 0.2447483947 0.5766429172    0.00   0.04      0.96
62   0.9824609 0.443828343 0.3596684579 0.4019341175    0.00   0.07      0.93
63   0.8367969 0.325066300 0.1638113232 0.0544503825    0.02   0.32      0.66
64   0.9996875 0.902758453 0.5048163212 0.8679078661    0.00   0.00      1.00
65   1.0000000 0.910762775 0.5340349064 0.6012199041    0.00   0.00      1.00
66   1.0000000 0.339251070 0.7218723937 0.5200041025    0.00   0.00      1.00
67   0.9222266 0.636674037 0.1976347889 0.5314174315    0.00   0.20      0.80
68   0.5333203 0.219430944 0.0525186441 0.3083324861    0.19   0.53      0.28
