      prop.aneu    prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.99988281 0.7432072801 0.5549049214 0.4897697105    0.00   0.00      1.00
2    0.99757812 0.1755976712 0.5161913752 0.8650873406    0.00   0.03      0.97
3    0.99992187 0.9099822445 0.5264842301 0.0808222308    0.00   0.00      1.00
4    0.98804687 0.7231694418 0.3073771829 0.3201020795    0.00   0.07      0.93
5    1.00000000 0.8948152887 0.8056878231 0.0404329435    0.00   0.00      1.00
6    0.99128906 0.5864325676 0.4113357407 0.0091120857    0.00   0.04      0.96
7    1.00000000 0.4963031728 0.9712227338 0.5272164252    0.00   0.00      1.00
8    0.98042969 0.0269835540 0.3791324054 0.2596246437    0.00   0.09      0.91
9    0.97445313 0.7008146986 0.2656435263 0.1199986364    0.00   0.06      0.94
10   0.99996094 0.6592623075 0.7091984341 0.0243875028    0.00   0.00      1.00
11   0.83238281 0.4146065528 0.1543160037 0.7953815055    0.00   0.49      0.51
12   1.00000000 0.3671284209 0.9261177860 0.3480408879    0.00   0.00      1.00
13   1.00000000 0.0419678709 0.8164529444 0.1782375947    0.00   0.00      1.00
14   1.00000000 0.7927577572 0.8551374786 0.9792084482    0.00   0.00      1.00
15   0.98601562 0.6211495143 0.3070601148 0.6696383709    0.00   0.06      0.94
16   0.98343750 0.5229382555 0.3553396671 0.4243762917    0.00   0.08      0.92
17   1.00000000 0.0409394749 0.8465981793 0.9058628066    0.00   0.00      1.00
18   1.00000000 0.7152483456 0.8208359017 0.3066367405    0.00   0.00      1.00
19   0.99500000 0.1533736736 0.4906433292 0.5284849165    0.00   0.03      0.97
20   1.00000000 0.3700296525 0.9473902807 0.8005147076    0.00   0.00      1.00
21   1.00000000 0.5759255465 0.7632674712 0.6863375881    0.00   0.00      1.00
22   0.99968750 0.6271440233 0.5762676189 0.3628239650    0.00   0.00      1.00
23   0.63394531 0.2748311581 0.0700706337 0.9059857493    0.02   0.61      0.37
24   0.99261719 0.8147061819 0.3338784226 0.0519587521    0.00   0.02      0.98
25   0.87546875 0.1387152986 0.2189339746 0.6940194399    0.00   0.45      0.55
26   1.00000000 0.8046930018 0.8109476604 0.0328780480    0.00   0.00      1.00
27   1.00000000 0.5533658708 0.8380966997 0.4519150776    0.00   0.00      1.00
28   0.96957031 0.2903174644 0.3353797302 0.0158650686    0.00   0.12      0.88
29   0.54160156 0.0715524987 0.0864645238 0.1154261138    0.12   0.74      0.14
30   0.61761719 0.4424645088 0.0669160516 0.4378590572    0.07   0.55      0.38
31   1.00000000 0.5409858036 0.7240820024 0.7812888566    0.00   0.00      1.00
32   0.99980469 0.9950756133 0.4558565253 0.1591766418    0.00   0.00      1.00
33   0.99773437 0.1295995959 0.5337902061 0.9385294286    0.00   0.04      0.96
34   0.99726563 0.8203623036 0.3856614868 0.4394340769    0.00   0.00      1.00
35   0.91847656 0.9228958706 0.0276640411 0.6665065940    0.02   0.08      0.90
36   1.00000000 0.5509733795 0.8102797887 0.9631594894    0.00   0.00      1.00
37   0.87730469 0.6817186861 0.1381606210 0.2745172754    0.02   0.27      0.71
38   1.00000000 0.4918868360 0.9360419977 0.3962554657    0.00   0.00      1.00
39   0.95957031 0.1238128650 0.3113926959 0.9931926590    0.00   0.18      0.82
40   0.82164063 0.3365205317 0.1580366788 0.8361668233    0.00   0.51      0.49
41   1.00000000 0.1130599165 0.9353942557 0.9389492967    0.00   0.00      1.00
42   0.62703125 0.3831123575 0.0716491777 0.2102551972    0.08   0.57      0.35
43   1.00000000 0.3927826339 0.8375937713 0.5574890180    0.00   0.00      1.00
44   1.00000000 0.1672729554 0.7500110264 0.0237747130    0.00   0.00      1.00
45   0.99312500 0.0549947673 0.4584891570 0.4705620972    0.00   0.01      0.99
46   0.95109375 0.8280194579 0.1522940379 0.0588431538    0.00   0.11      0.89
47   1.00000000 0.6075608640 0.7490751168 0.1548615296    0.00   0.00      1.00
48   0.81156250 0.3115798698 0.1583634175 0.2663304501    0.01   0.52      0.47
49   0.99761719 0.0870213963 0.5047215428 0.7113892955    0.00   0.01      0.99
50   0.99457031 0.9588911547 0.2670223853 0.4154289609    0.00   0.03      0.97
51   0.99394531 0.4110737098 0.4545947299 0.4900417021    0.00   0.02      0.98
52   0.98628906 0.8427025268 0.2554520001 0.0995049353    0.00   0.03      0.97
53   0.99433594 0.8780360529 0.2748905655 0.0294496093    0.00   0.01      0.99
54   0.92027344 0.4022388172 0.2015285732 0.1890628240    0.00   0.21      0.79
55   0.99945313 0.0568045659 0.6365814353 0.7211988547    0.00   0.00      1.00
56   0.89769531 0.9099760856 0.0140386345 0.7884095882    0.06   0.05      0.89
57   1.00000000 0.1236274512 0.7783009245 0.7825134189    0.00   0.00      1.00
58   0.99691406 0.7871311049 0.3992937002 0.6894881180    0.00   0.02      0.98
59   0.99742188 0.4109409021 0.5151601285 0.6991844613    0.00   0.02      0.98
60   0.71535156 0.7230012345 0.0159065330 0.3438882185    0.22   0.10      0.68
61   0.85757812 0.5441390586 0.1229787976 0.6101336370    0.01   0.36      0.63
62   0.44027344 0.2827149779 0.0183004190 0.0320484655    0.45   0.17      0.38
63   0.99210937 0.8453989092 0.2802338672 0.8265664333    0.00   0.04      0.96
64   0.99824219 0.8839321884 0.4082218709 0.7963146488    0.00   0.01      0.99
65   0.99292969 0.1647640441 0.4388343999 0.5381649637    0.00   0.02      0.98
66   1.00000000 0.7111941124 0.9553852617 0.4308916428    0.00   0.00      1.00
67   1.00000000 0.0692722285 0.7575674113 0.8606089980    0.00   0.00      1.00
68   1.00000000 0.9246700464 0.6200059559 0.8284196046    0.00   0.00      1.00
69   1.00000000 0.7612377326 0.9075437812 0.6633750263    0.00   0.00      1.00
70   0.97785156 0.6399403883 0.3102645802 0.3158446243    0.00   0.12      0.88
71   0.99406250 0.0290423685 0.4745401652 0.7857629510    0.00   0.03      0.97
72   1.00000000 0.3487787610 0.7670962757 0.8641753802    0.00   0.00      1.00
73   1.00000000 0.7389961872 0.6962833989 0.2670127754    0.00   0.00      1.00
74   0.83800781 0.5253981894 0.0956738077 0.6278356435    0.00   0.33      0.67
75   0.99968750 0.8916984757 0.5855936687 0.0549536140    0.00   0.00      1.00
76   1.00000000 0.1436547185 0.7034631239 0.8284525336    0.00   0.00      1.00
77   1.00000000 0.5063759391 0.7352043272 0.1769020779    0.00   0.00      1.00
78   1.00000000 0.9740877242 0.6265612089 0.3186579309    0.00   0.00      1.00
79   0.55628906 0.0969918265 0.0753590262 0.1521802158    0.12   0.71      0.17
80   1.00000000 0.9895091709 0.3850942508 0.5169785644    0.00   0.00      1.00
81   1.00000000 0.6881656144 0.9630028582 0.6070354588    0.00   0.00      1.00
82   0.94738281 0.8299781738 0.1199978502 0.8587156751    0.00   0.12      0.88
83   0.64558594 0.0054063911 0.1125135720 0.5403071137    0.01   0.79      0.20
84   0.99519531 0.1910881645 0.4564491482 0.3130679755    0.00   0.04      0.96
85   0.79343750 0.6951265847 0.0481263995 0.4854991157    0.09   0.21      0.70
86   0.99718750 0.5749169153 0.4835357438 0.5015113535    0.00   0.02      0.98
87   0.99710937 0.0144357353 0.5293276499 0.7008158201    0.00   0.01      0.99
88   1.00000000 0.3268114456 0.9058772128 0.4267304754    0.00   0.00      1.00
89   1.00000000 0.8615437262 0.6286733409 0.1440814484    0.00   0.00      1.00
90   0.99320312 0.1065503005 0.4548085930 0.3622975312    0.00   0.02      0.98
91   0.99988281 0.9607411011 0.5503057707 0.1330995855    0.00   0.00      1.00
92   1.00000000 0.0641234734 0.8598725689 0.3185984469    0.00   0.00      1.00
93   1.00000000 0.7131977447 0.9983337780 0.1163489236    0.00   0.00      1.00
94   0.99988281 0.3147667777 0.6149372787 0.4206774174    0.00   0.00      1.00
95   0.97882813 0.0899140672 0.3544749215 0.8130696921    0.00   0.10      0.90
96   0.98449219 0.1796073606 0.3882166806 0.6468987593    0.00   0.09      0.91
97   0.99589844 0.8584849790 0.3416357101 0.3579826553    0.00   0.02      0.98
98   0.97937500 0.3933013438 0.3478963485 0.4680368523    0.00   0.09      0.91
99   0.84980469 0.6649445670 0.0984627279 0.4136522899    0.00   0.32      0.68
100  0.98640625 0.0001070283 0.4149331423 0.3623824993    0.00   0.08      0.92
101  0.94648438 0.4602651023 0.2555190786 0.7909841484    0.00   0.22      0.78
102  0.86636719 0.4039639800 0.1526922625 0.8021719661    0.00   0.35      0.65
103  1.00000000 0.6098615229 0.9701224191 0.7137282456    0.00   0.00      1.00
104  0.97968750 0.5817342321 0.2953610476 0.3497320004    0.00   0.10      0.90
105  0.99960938 0.9444653231 0.4387252715 0.4705209571    0.00   0.00      1.00
106  1.00000000 0.4278725716 0.8060010381 0.0901101863    0.00   0.00      1.00
107  1.00000000 0.9964333980 0.8607410740 0.3810204987    0.00   0.00      1.00
108  0.99980469 0.8562406753 0.5633172465 0.9984033434    0.00   0.00      1.00
109  0.89960938 0.3295882733 0.2086055242 0.0325762713    0.00   0.27      0.73
110  0.99996094 0.3343270821 0.6965978807 0.6224320293    0.00   0.00      1.00
111  1.00000000 0.5162731304 0.9519213785 0.8247589981    0.00   0.00      1.00
112  0.99687500 0.1595985112 0.5042092016 0.5338077946    0.00   0.03      0.97
113  0.99535156 0.0362838032 0.4848501720 0.4068541678    0.00   0.04      0.96
114  0.99988281 0.2710431060 0.6182606977 0.6543964620    0.00   0.00      1.00
115  0.99996094 0.9494995207 0.6503884925 0.0040115858    0.00   0.00      1.00
116  0.99832031 0.9081341282 0.4025072535 0.4529883780    0.00   0.01      0.99
117  1.00000000 0.7079395428 0.9188278886 0.8530516040    0.00   0.00      1.00
118  1.00000000 0.5823586076 0.9402347568 0.7354076717    0.00   0.00      1.00
119  0.99726563 0.3006651606 0.5142413024 0.5351545499    0.00   0.03      0.97
120  1.00000000 0.8801645068 0.9735518901 0.7104374177    0.00   0.00      1.00
121  0.90605469 0.5799558824 0.1537061671 0.5259218926    0.00   0.27      0.73
