      prop.aneu    prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    1.00000000 0.0206639157 0.910762441 0.1177152172    0.00   0.00      1.00
2    0.99734375 0.8362150365 0.362241646 0.5631078009    0.00   0.02      0.98
3    1.00000000 0.3962485187 0.932597715 0.9878060678    0.00   0.00      1.00
4    0.53730469 0.4587078169 0.024054653 0.4064259445    0.32   0.22      0.46
5    0.99074219 0.5125477179 0.378556777 0.9529152857    0.00   0.04      0.96
6    0.56792969 0.1447697263 0.078653190 0.3283498287    0.09   0.68      0.23
7    0.99957031 0.8437372970 0.520992979 0.2478685416    0.00   0.00      1.00
8    0.99996094 0.2104293548 0.661551151 0.2119777687    0.00   0.00      1.00
9    0.54765625 0.0877912329 0.087331990 0.5104339675    0.00   0.85      0.15
10   0.99996094 0.1745395139 0.725600881 0.3991721261    0.00   0.00      1.00
11   0.56683594 0.4795072039 0.012065596 0.6843318159    0.26   0.23      0.51
12   0.98058594 0.7866284321 0.271594130 0.4917356931    0.00   0.05      0.95
13   1.00000000 0.9142464800 0.906560648 0.2525041932    0.00   0.00      1.00
14   0.99960938 0.6424295164 0.603357248 0.5453905237    0.00   0.00      1.00
15   0.95437500 0.7198859234 0.190100520 0.2959246638    0.00   0.12      0.88
16   1.00000000 0.0749853787 0.969915449 0.7078967330    0.00   0.00      1.00
17   0.99964844 0.7056700648 0.599891230 0.1020835650    0.00   0.00      1.00
18   1.00000000 0.8300596827 0.691356650 0.4517256331    0.00   0.00      1.00
19   0.99917969 0.2375239087 0.587621057 0.6609821857    0.00   0.00      1.00
20   0.99941406 0.5982250120 0.534374771 0.2700316785    0.00   0.00      1.00
21   1.00000000 0.0038008369 0.786383535 0.1716786418    0.00   0.00      1.00
22   0.99957031 0.7451447570 0.497086670 0.4286249669    0.00   0.00      1.00
23   0.99480469 0.6358927456 0.422596387 0.7484421185    0.00   0.02      0.98
24   0.61972656 0.2461535328 0.082691157 0.7544355690    0.03   0.66      0.31
25   0.99996094 0.3547839765 0.677728335 0.3730490590    0.00   0.00      1.00
26   0.99968750 0.5162665609 0.633577290 0.9619111600    0.00   0.00      1.00
27   0.99964844 0.9636179022 0.400118543 0.5668859303    0.00   0.01      0.99
28   1.00000000 0.1119161479 0.920467405 0.9631534717    0.00   0.00      1.00
29   0.99964844 0.4327236707 0.672681640 0.5122460793    0.00   0.00      1.00
30   0.93738281 0.8698334866 0.093884108 0.8809063826    0.00   0.11      0.89
31   0.88058594 0.3344234196 0.184648753 0.9847828723    0.00   0.27      0.73
32   0.85542969 0.0337840237 0.207693962 0.5407725468    0.00   0.50      0.50
33   1.00000000 0.1093098905 0.868568036 0.5023853995    0.00   0.00      1.00
34   0.99363281 0.3144605816 0.421857385 0.6258489764    0.00   0.01      0.99
35   1.00000000 0.4708564649 0.964142162 0.8581173795    0.00   0.00      1.00
36   0.99949219 0.7178970098 0.532015822 0.6814571870    0.00   0.00      1.00
37   0.99992187 0.1258731298 0.694376397 0.3291819601    0.00   0.00      1.00
38   1.00000000 0.6858857404 0.817904938 0.9931583323    0.00   0.00      1.00
39   0.99519531 0.8233891909 0.314394974 0.9046995381    0.00   0.03      0.97
40   1.00000000 0.7231832191 0.934036648 0.9525588620    0.00   0.00      1.00
41   0.96500000 0.4142622172 0.293709775 0.3185763247    0.00   0.13      0.87
