     prop.aneu   prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    1.0000000 0.085320865 0.9785562507 0.3093216391    0.00   0.00      1.00
2    0.9732422 0.705092305 0.2706906826 0.4715282302    0.00   0.10      0.90
3    1.0000000 0.634763205 0.9385568139 0.1452035173    0.00   0.00      1.00
4    0.9998828 0.161036388 0.6543028345 0.8642372645    0.00   0.01      0.99
5    1.0000000 0.537674801 0.9303427767 0.3617198539    0.00   0.00      1.00
6    1.0000000 0.999263365 0.7870750523 0.3871047630    0.00   0.00      1.00
7    0.9820703 0.197268753 0.3757629655 0.8149103918    0.00   0.09      0.91
8    0.7944141 0.322759414 0.1250735191 0.9208300624    0.00   0.55      0.45
9    0.9965234 0.782157325 0.4213479089 0.1835081151    0.00   0.00      1.00
10   0.9920313 0.579279819 0.4003477748 0.8670212142    0.00   0.02      0.98
11   1.0000000 0.709956815 0.7316328513 0.2355219866    0.00   0.00      1.00
12   0.9993359 0.467682256 0.5564026760 0.1113860428    0.00   0.00      1.00
13   0.9899609 0.668636236 0.3751703689 0.7832645418    0.00   0.05      0.95
14   1.0000000 0.489078470 0.7654553291 0.5929967139    0.00   0.00      1.00
15   0.9995703 0.287073869 0.5953919571 0.9849990900    0.00   0.00      1.00
16   0.9999609 0.620824571 0.6850331461 0.1983749762    0.00   0.00      1.00
17   0.9918750 0.419655494 0.4225540601 0.0780160946    0.00   0.04      0.96
18   0.9991406 0.724221441 0.5071968962 0.8536887423    0.00   0.00      1.00
19   1.0000000 0.006285042 0.7754980249 0.9518068526    0.00   0.00      1.00
20   1.0000000 0.629222106 0.8022767107 0.5975283768    0.00   0.00      1.00
21   0.9999609 0.414509499 0.6778062771 0.0526044357    0.00   0.00      1.00
22   0.6407422 0.513923856 0.0347999793 0.1372435568    0.22   0.24      0.54
23   0.9232422 0.766459465 0.0840246514 0.4555433199    0.01   0.15      0.84
24   0.9978125 0.147981763 0.5147873072 0.3849080098    0.00   0.02      0.98
25   0.9282812 0.092189215 0.2813347753 0.1266616248    0.00   0.23      0.77
26   0.9993359 0.920447733 0.4823273085 0.8971963411    0.00   0.00      1.00
27   0.5595703 0.170854864 0.0846887911 0.8282972844    0.02   0.80      0.18
28   0.9989453 0.180492050 0.5728314084 0.4605148253    0.00   0.00      1.00
29   0.6981250 0.203790576 0.1146482376 0.7162336716    0.00   0.67      0.33
30   0.9989062 0.466166117 0.5280787034 0.1423701460    0.00   0.01      0.99
31   1.0000000 0.607919056 0.9464602829 0.6675252917    0.00   0.00      1.00
32   0.9992578 0.531471652 0.5348281271 0.5825401887    0.00   0.00      1.00
33   0.9915234 0.118335853 0.4532376772 0.3889324677    0.00   0.01      0.99
34   0.9987891 0.709798981 0.4985197573 0.6690191457    0.00   0.01      0.99
35   0.8949609 0.808175900 0.0782021112 0.0933896226    0.00   0.19      0.81
36   0.9547266 0.761853926 0.1195036992 0.8268132363    0.00   0.08      0.92
37   0.9310547 0.349409506 0.2608669775 0.8515539360    0.00   0.27      0.73
38   0.6790234 0.358336069 0.0899004631 0.7551978440    0.02   0.60      0.38
39   0.9057812 0.799232773 0.0915983215 0.0206842013    0.05   0.13      0.82
40   0.9590625 0.112297038 0.3098060640 0.2381217466    0.00   0.23      0.77
41   1.0000000 0.747905543 0.8395757230 0.1930095239    0.00   0.00      1.00
42   0.8888672 0.673030705 0.1203817215 0.0937560394    0.01   0.26      0.73
43   0.9953516 0.603976090 0.4124089689 0.4314523265    0.00   0.02      0.98
44   0.9860547 0.345945872 0.4012833305 0.6520724439    0.00   0.05      0.95
45   1.0000000 0.851059074 0.7303646863 0.8250191445    0.00   0.00      1.00
46   1.0000000 0.695174151 0.7263402198 0.8806069691    0.00   0.00      1.00
47   0.8638281 0.161550914 0.2001626685 0.3742658827    0.00   0.42      0.58
48   1.0000000 0.115728634 0.9337153074 0.5112696064    0.00   0.00      1.00
49   0.9777734 0.375984668 0.3290595519 0.0391442869    0.00   0.09      0.91
50   0.9220312 0.759727002 0.1148076504 0.5930996195    0.00   0.20      0.80
51   0.9688672 0.681780615 0.2616454593 0.9512651705    0.00   0.14      0.86
52   0.9948828 0.943417390 0.2467844496 0.8176986144    0.00   0.01      0.99
53   1.0000000 0.162624009 0.9857899665 0.7355951059    0.00   0.00      1.00
54   0.9794531 0.686620318 0.2997231924 0.4347233854    0.00   0.06      0.94
55   0.9773047 0.123699896 0.3644962059 0.8095116348    0.00   0.05      0.95
56   0.9721094 0.818432641 0.2260823527 0.5607189890    0.00   0.11      0.89
57   0.9998828 0.689994675 0.6698586249 0.5443497347    0.00   0.00      1.00
58   0.9952734 0.930554800 0.2421311266 0.6541133681    0.00   0.01      0.99
59   0.8228906 0.676821307 0.0610634058 0.3978618945    0.01   0.28      0.71
60   0.9996094 0.657396274 0.6748931580 0.0582531735    0.00   0.01      0.99
61   1.0000000 0.191256510 0.8073612468 0.4756508912    0.00   0.00      1.00
62   0.9587109 0.303157087 0.3026894680 0.9899248718    0.00   0.17      0.83
63   1.0000000 0.721024017 0.7592230609 0.9531885239    0.00   0.00      1.00
64   0.9000000 0.706310188 0.1248863486 0.3212466482    0.00   0.21      0.79
65   1.0000000 0.470800615 0.9587561334 0.1562523381    0.00   0.00      1.00
66   0.8284375 0.691211487 0.0949560856 0.2413705052    0.02   0.32      0.66
67   0.9133984 0.712416905 0.1022817786 0.8708212166    0.00   0.24      0.76
68   0.9944922 0.873812551 0.3502733477 0.6169585877    0.00   0.00      1.00
69   1.0000000 0.229883777 0.7588182969 0.5050977070    0.00   0.00      1.00
70   1.0000000 0.185482466 0.7260800905 0.6584997969    0.00   0.00      1.00
71   0.9472266 0.670766723 0.1565153736 0.9198141927    0.00   0.15      0.85
72   0.9773047 0.340159783 0.3368996580 0.2684076200    0.00   0.10      0.90
73   0.9965234 0.391180697 0.4826378061 0.0613830811    0.00   0.01      0.99
74   1.0000000 0.833185592 0.8736587698 0.1437488596    0.00   0.00      1.00
75   0.9998438 0.380115040 0.6245774773 0.3930971213    0.00   0.00      1.00
76   0.9999609 0.591306753 0.7296003213 0.8436523331    0.00   0.00      1.00
77   0.8989063 0.074062608 0.2549950865 0.3064775926    0.00   0.34      0.66
78   0.9998828 0.003521305 0.6492452046 0.9366817146    0.00   0.02      0.98
79   0.9976172 0.395452806 0.5149287258 0.9976613987    0.00   0.00      1.00
80   1.0000000 0.727991689 0.9131999877 0.0745393375    0.00   0.00      1.00
81   1.0000000 0.317994418 0.8971004609 0.5700339333    0.00   0.00      1.00
82   0.5380859 0.529702139 0.0158496709 0.4944803163    0.39   0.13      0.48
83   1.0000000 0.065462407 0.8358456402 0.0821443771    0.00   0.00      1.00
84   0.7502734 0.298647861 0.1215463774 0.3748240341    0.02   0.60      0.38
85   1.0000000 0.433495067 0.7713729979 0.0711191641    0.00   0.00      1.00
86   1.0000000 0.723792456 0.7208493138 0.9914986168    0.00   0.00      1.00
87   0.9998047 0.335169411 0.6564095139 0.5322862957    0.00   0.00      1.00
88   0.4199609 0.288168213 0.0222080688 0.2935318360    0.35   0.35      0.30
89   0.9916016 0.702194255 0.3586109038 0.3666447082    0.00   0.03      0.97
90   1.0000000 0.513188470 0.7443192685 0.8958313824    0.00   0.00      1.00
91   0.9989453 0.159518864 0.5468470322 0.9525939140    0.00   0.00      1.00
92   0.2752734 0.169099633 0.0102237307 0.9392751898    0.51   0.28      0.21
93   1.0000000 0.610835286 0.7410425767 0.2381688335    0.00   0.00      1.00
94   0.9833203 0.185503890 0.3974413725 0.8239183985    0.00   0.08      0.92
95   1.0000000 0.532545146 0.7805208915 0.8231748666    0.00   0.00      1.00
96   0.9042187 0.852435343 0.0630953866 0.5969764851    0.02   0.15      0.83
97   0.7655469 0.494848039 0.0706019374 0.5337583483    0.02   0.39      0.59
98   0.8783594 0.600654057 0.1437230015 0.4010932152    0.00   0.30      0.70
99   1.0000000 0.193956253 0.9711856297 0.4775901071    0.00   0.00      1.00
100  0.3599219 0.190734455 0.0262308780 0.1421145261    0.44   0.38      0.18
101  0.9995703 0.383567582 0.6348033631 0.8494013911    0.00   0.01      0.99
102  0.9980859 0.094974524 0.5792747545 0.7631266548    0.00   0.01      0.99
103  1.0000000 0.043348515 0.7689227168 0.4862510380    0.00   0.00      1.00
104  0.9003906 0.862582481 0.0439911303 0.0154132298    0.06   0.07      0.87
105  1.0000000 0.175778078 0.7937097573 0.0613350638    0.00   0.00      1.00
106  0.9137500 0.077249554 0.2633482141 0.8790042675    0.00   0.28      0.72
107  1.0000000 0.407888397 0.8019333647 0.9759075716    0.00   0.00      1.00
108  0.9994141 0.449202994 0.5837385375 0.1533692658    0.00   0.00      1.00
109  0.8704688 0.386414009 0.1857726804 0.4094528954    0.00   0.47      0.53
110  1.0000000 0.973147340 0.6563914355 0.1061210681    0.00   0.00      1.00
111  0.9961719 0.063372381 0.5059370541 0.9827634399    0.00   0.05      0.95
112  0.9273828 0.768784441 0.1386152806 0.6291466346    0.00   0.16      0.84
113  0.9999609 0.540612662 0.8502827194 0.6603116465    0.00   0.00      1.00
114  0.8378906 0.450986323 0.1427554337 0.9290080571    0.01   0.40      0.59
115  0.6806250 0.573913478 0.0229287441 0.1589361003    0.22   0.15      0.63
116  0.9985547 0.035929101 0.5522808225 0.5834289086    0.00   0.00      1.00
117  0.9419141 0.642413064 0.1924931733 0.4868946120    0.00   0.21      0.79
118  1.0000000 0.458081604 0.7194484542 0.8062248307    0.00   0.00      1.00
119  0.7767969 0.438950990 0.1216620191 0.0881790691    0.05   0.44      0.51
120  1.0000000 0.145561984 0.8670677019 0.5948852818    0.00   0.00      1.00
121  0.9916797 0.420824774 0.4144415590 0.1265758418    0.00   0.03      0.97
122  1.0000000 0.451455198 0.8903086351 0.5428743551    0.00   0.00      1.00
123  0.8725781 0.806416187 0.0572540162 0.9520496363    0.00   0.21      0.79
124  0.9228125 0.592286243 0.1813838650 0.0449676998    0.00   0.32      0.68
125  0.2265234 0.175647656 0.0046454479 0.9256082326    0.64   0.17      0.19
126  0.8407422 0.328761799 0.1719305620 0.2939515943    0.00   0.45      0.55
127  0.9962500 0.562613887 0.4277058907 0.4351793062    0.00   0.01      0.99
128  0.9318750 0.489188476 0.2285935991 0.3122676844    0.00   0.22      0.78
129  1.0000000 0.671768650 0.8965943500 0.2031000410    0.00   0.00      1.00
130  0.9991016 0.353781952 0.5476779169 0.7236670170    0.00   0.00      1.00
131  1.0000000 0.166408832 0.6781930213 0.7383218647    0.00   0.00      1.00
132  0.9999219 0.804865342 0.6001092324 0.7280239074    0.00   0.00      1.00
133  1.0000000 0.862109462 0.7002746488 0.4548768476    0.00   0.00      1.00
134  0.9996484 0.436614962 0.6136610026 0.4025585039    0.00   0.00      1.00
