     prop.aneu    prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    0.8655469 0.7623254610 0.096720121 0.701810995    0.01   0.25      0.74
2    1.0000000 0.9358957475 0.867627123 0.486646161    0.00   0.00      1.00
3    0.9994531 0.1513375016 0.588141598 0.380206389    0.00   0.00      1.00
4    0.9981250 0.4052473654 0.524328430 0.481372460    0.00   0.01      0.99
5    0.9998047 0.3276776117 0.612815638 0.935564381    0.00   0.00      1.00
6    1.0000000 0.0166495105 0.820852204 0.334368438    0.00   0.00      1.00
7    1.0000000 0.7838681950 0.775918418 0.228618979    0.00   0.00      1.00
8    0.9957812 0.4783878243 0.424601750 0.529812602    0.00   0.00      1.00
9    0.4556641 0.3307142151 0.020305851 0.882431012    0.27   0.39      0.34
10   0.9984766 0.5464215532 0.507502746 0.435494827    0.00   0.00      1.00
11   0.9735547 0.4290242761 0.334157629 0.849789009    0.00   0.15      0.85
12   0.9995703 0.8752895526 0.590579701 0.103807057    0.00   0.00      1.00
13   0.6576953 0.4838734230 0.039646678 0.794981371    0.12   0.34      0.54
14   1.0000000 0.0100101307 0.936230424 0.126225200    0.00   0.00      1.00
15   1.0000000 0.2907298068 0.927890912 0.633405411    0.00   0.00      1.00
16   0.9894922 0.6478866460 0.340073121 0.078416069    0.00   0.08      0.92
17   1.0000000 0.5280463565 0.670216264 0.533899650    0.00   0.00      1.00
18   1.0000000 0.3252680204 0.802868912 0.954916673    0.00   0.00      1.00
19   0.1977344 0.0322797860 0.027446947 0.929034127    0.33   0.65      0.02
20   0.9999609 0.9829592144 0.434253892 0.572201383    0.00   0.00      1.00
21   0.7464453 0.5597690791 0.054547929 0.166692208    0.07   0.34      0.59
22   0.7912109 0.3178664702 0.139490258 0.132206051    0.04   0.52      0.44
23   1.0000000 0.2733183734 0.884148421 0.086004519    0.00   0.00      1.00
24   1.0000000 0.7696214106 0.797352472 0.279071979    0.00   0.00      1.00
25   0.9983984 0.7274647364 0.473027286 0.341311709    0.00   0.03      0.97
26   0.9988672 0.3487896887 0.566210575 0.131533551    0.00   0.01      0.99
27   0.4963672 0.1449908167 0.073363781 0.099379858    0.20   0.66      0.14
28   0.8186328 0.1142155158 0.181474706 0.477142824    0.00   0.56      0.44
29   0.9898047 0.3796717026 0.397733760 0.291949211    0.00   0.07      0.93
30   1.0000000 0.9598054057 0.755925562 0.686616546    0.00   0.00      1.00
31   1.0000000 0.9246301469 0.926699004 0.009934366    0.00   0.00      1.00
32   1.0000000 0.6297768475 0.708363449 0.433194494    0.00   0.00      1.00
33   0.9996484 0.7605302338 0.512920036 0.739013474    0.00   0.00      1.00
34   0.7526563 0.0167389747 0.153446159 0.864775967    0.00   0.71      0.29
35   0.9957422 0.2494492664 0.469078231 0.673630683    0.00   0.02      0.98
36   0.9987891 0.4952773068 0.537829769 0.892326290    0.00   0.00      1.00
37   0.9998828 0.4224707624 0.669121059 0.161118404    0.00   0.00      1.00
38   0.9992578 0.7091345682 0.513715873 0.683554740    0.00   0.00      1.00
39   0.9974609 0.4380725266 0.484279520 0.391832614    0.00   0.03      0.97
40   0.9692969 0.8687355493 0.130623533 0.517687690    0.00   0.07      0.93
41   0.9842578 0.9259096757 0.116357894 0.202529102    0.00   0.05      0.95
42   0.9795312 0.5862316487 0.301851910 0.988136577    0.00   0.09      0.91
43   1.0000000 0.7629125330 0.895199015 0.369915382    0.00   0.00      1.00
44   0.9958984 0.8380668883 0.348598757 0.788938706    0.00   0.02      0.98
45   0.9837500 0.5775447891 0.343232388 0.886249774    0.00   0.05      0.95
46   0.9646094 0.0865231280 0.341652955 0.502281428    0.00   0.21      0.79
47   0.9530469 0.7883225803 0.190386319 0.231931390    0.00   0.13      0.87
48   1.0000000 0.3858242438 0.901490686 0.946918862    0.00   0.00      1.00
49   1.0000000 0.0760718479 0.910172342 0.062993833    0.00   0.00      1.00
50   0.9996484 0.9209443971 0.325543740 0.149012962    0.00   0.00      1.00
51   0.9996875 0.7627101203 0.536566758 0.677310175    0.00   0.00      1.00
52   0.9985547 0.7792071307 0.481951289 0.754549623    0.00   0.01      0.99
53   0.9705469 0.7903470672 0.249941222 0.538649598    0.00   0.11      0.89
54   1.0000000 0.9097806297 0.931985958 0.033016940    0.00   0.00      1.00
55   0.8872266 0.2219653581 0.208012506 0.643016848    0.00   0.43      0.57
