     prop.aneu    prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    1.0000000 0.1412003778 0.784426068 0.2811324312    0.00   0.00      1.00
2    1.0000000 0.9460774565 0.753950715 0.6443134465    0.00   0.00      1.00
3    0.7175000 0.4537791661 0.059552609 0.3679539098    0.04   0.39      0.57
4    0.9994141 0.8244089489 0.530500616 0.0156408665    0.00   0.02      0.98
5    1.0000000 0.1520600596 0.930115903 0.8480490628    0.00   0.00      1.00
6    1.0000000 0.6417310080 0.811419755 0.2727308557    0.00   0.00      1.00
7    1.0000000 0.8756638491 0.859332404 0.1124390806    0.00   0.00      1.00
8    0.9149609 0.3294040754 0.219074230 0.0254882891    0.00   0.26      0.74
9    0.9982422 0.4574685018 0.496519229 0.7441315406    0.00   0.00      1.00
10   1.0000000 0.4486026920 0.755528152 0.9462735450    0.00   0.00      1.00
11   0.8619141 0.1970425937 0.199781351 0.6423371448    0.00   0.57      0.43
12   0.9994141 0.2244160792 0.560939253 0.5199134981    0.00   0.00      1.00
13   0.8392969 0.1843457459 0.188877567 0.1411779826    0.01   0.52      0.47
14   0.6100391 0.1372055660 0.099404131 0.2123089992    0.06   0.74      0.20
15   0.9999609 0.4926647043 0.688427655 0.8301043906    0.00   0.00      1.00
16   1.0000000 0.7905959871 0.700943153 0.2713442582    0.00   0.00      1.00
17   1.0000000 0.7699222462 0.871322941 0.1223258905    0.00   0.00      1.00
18   0.9181250 0.5141456833 0.184572034 0.4129296923    0.00   0.19      0.81
19   0.9998438 0.3839780663 0.595819064 0.6784541779    0.00   0.00      1.00
20   0.8818359 0.3346103427 0.195333442 0.8587621769    0.00   0.45      0.55
21   1.0000000 0.5424144480 0.799204366 0.5105001365    0.00   0.00      1.00
22   0.9948047 0.6514270136 0.416538733 0.0781877732    0.00   0.03      0.97
23   0.9867578 0.6943708893 0.289733946 0.3978344426    0.00   0.02      0.98
24   1.0000000 0.8534475525 0.762226981 0.7222154906    0.00   0.00      1.00
25   0.5778125 0.4035665835 0.034293139 0.8206117817    0.14   0.42      0.44
26   0.9982031 0.7795567641 0.379944221 0.9424924243    0.00   0.01      0.99
27   0.9472656 0.0092848926 0.296015224 0.5784773028    0.00   0.24      0.76
28   0.9999609 0.3356649550 0.793449948 0.6940143476    0.00   0.00      1.00
29   0.9251563 0.7526976741 0.145455778 0.5554431214    0.00   0.21      0.79
30   0.5172266 0.1515047555 0.069672871 0.2917272737    0.10   0.70      0.20
31   0.9981641 0.5411806158 0.450468726 0.0460015861    0.00   0.01      0.99
32   0.9982813 0.8089945372 0.448708533 0.1591338709    0.00   0.01      0.99
33   1.0000000 0.8325364823 0.886215292 0.2780483305    0.00   0.00      1.00
34   1.0000000 0.5240096478 0.697955808 0.9872236727    0.00   0.00      1.00
35   0.9998828 0.5090159227 0.666068739 0.8341050320    0.00   0.00      1.00
36   0.9982813 0.0326578389 0.558441632 0.2290118476    0.00   0.00      1.00
37   0.9844922 0.4991597051 0.327903965 0.5459129193    0.00   0.07      0.93
38   0.8028906 0.1119300320 0.180431267 0.8488421098    0.00   0.56      0.44
39   1.0000000 0.9909554103 0.923809527 0.1773934751    0.00   0.00      1.00
40   0.9994922 0.6881570471 0.520420981 0.1440273286    0.00   0.00      1.00
41   0.9922266 0.3279802590 0.410236071 0.5061820683    0.00   0.00      1.00
42   0.5443359 0.1947734649 0.088899177 0.0891667644    0.17   0.65      0.18
43   1.0000000 0.9798385818 0.915700489 0.4810569971    0.00   0.00      1.00
44   0.9998438 0.0369417355 0.677425361 0.9681100477    0.00   0.00      1.00
45   0.9986719 0.2511501301 0.533188761 0.3109233268    0.00   0.02      0.98
46   0.9960156 0.9233016868 0.130295232 0.2585243050    0.00   0.01      0.99
47   0.9141016 0.2095238799 0.244840225 0.9403899920    0.00   0.31      0.69
48   0.9734766 0.9819036368 0.042593382 0.9451142726    0.00   0.03      0.97
49   0.9776563 0.1993344044 0.354546822 0.6853980399    0.00   0.12      0.88
50   1.0000000 0.5460235472 0.832499160 0.3480964785    0.00   0.00      1.00
51   0.9872656 0.8466674045 0.226320405 0.1678064307    0.00   0.06      0.94
52   0.9995312 0.9086450043 0.484367159 0.1868752274    0.00   0.01      0.99
53   1.0000000 0.3768612402 0.681975805 0.3228025588    0.00   0.00      1.00
54   0.9187500 0.8687167901 0.053236506 0.4843590409    0.02   0.11      0.87
55   0.8394141 0.4828921414 0.152033015 0.2811882913    0.00   0.39      0.61
56   0.8096875 0.5183933342 0.104596334 0.4911054603    0.01   0.42      0.57
57   1.0000000 0.5629108632 0.718590476 0.1380538011    0.00   0.00      1.00
58   0.9445703 0.7885511732 0.139852720 0.1389659205    0.00   0.11      0.89
59   1.0000000 0.9777827519 0.655098001 0.2420825996    0.00   0.00      1.00
60   1.0000000 0.9318884821 0.958491381 0.1051756127    0.00   0.00      1.00
61   0.9985937 0.4641515305 0.504541502 0.3216527703    0.00   0.00      1.00
62   0.9937891 0.7560814396 0.328804162 0.9640128331    0.00   0.02      0.98
63   0.9841016 0.7924321156 0.297326265 0.5996545523    0.00   0.07      0.93
64   1.0000000 0.2441916484 0.899063760 0.1667865936    0.00   0.00      1.00
65   0.9991797 0.0278389414 0.592620619 0.0096417156    0.00   0.02      0.98
66   1.0000000 0.5070944014 0.797779668 0.0157389753    0.00   0.00      1.00
67   0.9965234 0.8769242994 0.292866185 0.6277308618    0.00   0.01      0.99
68   0.7619922 0.2217888338 0.129784236 0.0144024992    0.05   0.46      0.49
69   0.9997266 0.5014854805 0.618143295 0.2121316101    0.00   0.00      1.00
70   1.0000000 0.5705927343 0.770451192 0.8774868548    0.00   0.00      1.00
