      prop.aneu   prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    0.99960938 0.259816387 0.6461579292 0.656295560    0.00   0.00      1.00
2    1.00000000 0.057944537 0.8014594824 0.951222091    0.00   0.00      1.00
3    0.99863281 0.323907352 0.5502083392 0.588510099    0.00   0.00      1.00
4    1.00000000 0.592763704 0.6683085435 0.942801885    0.00   0.00      1.00
5    0.94027344 0.446926512 0.2456189692 0.453889323    0.00   0.25      0.75
6    0.83300781 0.253808597 0.1667215195 0.634772122    0.00   0.50      0.50
7    1.00000000 0.965013072 0.9400143728 0.993770938    0.00   0.00      1.00
8    1.00000000 0.839553067 0.6610927610 0.213557192    0.00   0.00      1.00
9    0.99972656 0.138161197 0.5812775062 0.168886502    0.00   0.00      1.00
10   0.99742188 0.059639007 0.5087792831 0.789587361    0.00   0.02      0.98
11   1.00000000 0.702989042 0.9180750281 0.729120895    0.00   0.00      1.00
12   0.99843750 0.460416604 0.4854435991 0.235578521    0.00   0.01      0.99
13   0.97816406 0.283831132 0.3661862684 0.511465105    0.00   0.15      0.85
14   1.00000000 0.746912242 0.9655650530 0.139318023    0.00   0.00      1.00
15   1.00000000 0.708012998 0.8585055678 0.178072238    0.00   0.00      1.00
16   1.00000000 0.611261239 0.7801160344 0.160729135    0.00   0.00      1.00
17   0.99277344 0.030347084 0.4514970800 0.049606501    0.00   0.02      0.98
18   0.99949219 0.022825975 0.6194045516 0.447041919    0.00   0.00      1.00
19   0.99761719 0.940293285 0.3661550197 0.617318882    0.00   0.02      0.98
20   0.98277344 0.118873841 0.4070740743 0.379205854    0.00   0.11      0.89
21   0.97953125 0.626062514 0.3056300438 0.210085375    0.00   0.04      0.96
22   0.99996094 0.024203259 0.6667245831 0.443604507    0.00   0.00      1.00
23   1.00000000 0.375102605 0.9731365761 0.050983988    0.00   0.00      1.00
24   1.00000000 0.971847157 0.6533449809 0.217791328    0.00   0.00      1.00
25   0.98812500 0.182842284 0.4158629267 0.082021834    0.00   0.08      0.92
26   1.00000000 0.597260098 0.7581593560 0.602982324    0.00   0.00      1.00
27   0.99871094 0.065402522 0.5733472563 0.640697634    0.00   0.01      0.99
28   1.00000000 0.250155781 0.8295183852 0.653588397    0.00   0.00      1.00
29   0.98125000 0.084673765 0.3781542461 0.886400542    0.00   0.07      0.93
