"","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid"
"2214",0.4889924,0.026692898,1,0.17,0.35,0.48
"2215",0.5179554,0.013124397,1,0.31,0.18,0.51
"2216",0.5818482,0.021908373,1,0.14,0.3,0.56
"2217",0.5126882,0.022875411,1,0.21,0.33,0.46
"2218",0.4147795,0.014956071,1,0.29,0.27,0.44
"2219",0.5215301,0.009064871,1,0.32,0.16,0.52
"2220",0.4108606,0.017197575,1,0.26,0.23,0.51
"2221",0.1732025,0.010774722,1,0.53,0.26,0.21
"2222",0.6511824,0.017392542,1,0.24,0.18,0.58
"2223",0.4475791,0.014016946,1,0.4,0.29,0.31
"2224",0.6873773,0.037325102,1,0.09,0.26,0.65
"2225",0.491033,0.041010876,1,0.11,0.39,0.5
"2226",0.5542938,0.038009722,1,0.09,0.28,0.63
"2227",0.4583633,0.022130003,1,0.25,0.28,0.47
"2228",0.4852968,0.016359462,1,0.27,0.34,0.39
"2229",0.5971022,0.004916787,1,0.31,0.09,0.6
"2230",0.3968998,0.011004937,1,0.35,0.24,0.41
"2231",0.4322707,0.023297616,1,0.22,0.31,0.47
"2232",0.3623089,0.020011056,1,0.35,0.34,0.31
"2233",0.3087129,0.004184867,1,0.6,0.07,0.33
"2234",0.3611163,0.016942905,1,0.32,0.28,0.4
"2235",0.5971564,0.018061285,1,0.23,0.22,0.55
"2236",0.4851519,0.006816203,1,0.41,0.09,0.5
"2237",0.5137378,0.015446367,1,0.28,0.2,0.52
"2238",0.5462614,0.004562163,1,0.33,0.07,0.6
"2239",0.4668278,0.023434839,1,0.24,0.28,0.48
"2240",0.5980103,0.012464734,1,0.22,0.15,0.63
"2241",0.39011818,0.04671816,1,0.08,0.5,0.42
"2242",0.21859897,0.14655666,1,0,0.58,0.42
"2243",0.38306414,0.06329568,1,0.04,0.54,0.42
"2244",0.03158459,0.20971799,1,0,0.59,0.41
"2245",0.40064331,0.06374749,1,0.05,0.52,0.43
"2246",0.20803164,0.13669134,1,0,0.55,0.45
"2247",0.19136817,0.14799966,1,0,0.6,0.4
"2248",0.40420901,0.07528253,1,0,0.6,0.4
"2249",0.1590322,0.17844635,1,0,0.57,0.43
"2250",0.09205818,0.18538396,1,0,0.58,0.42
"2251",0.5424809,0.0146522454,1,0.33,0.15,0.52
"2252",0.6447274,0.0243916295,1,0.13,0.27,0.6
"2253",0.4355986,0.0125983173,1,0.32,0.24,0.44
"2254",0.6124318,0.0191262551,1,0.23,0.21,0.56
"2255",0.459131,0.0166709709,1,0.19,0.24,0.57
"2256",0.3051029,0.0089814684,1,0.54,0.2,0.26
"2257",0.5700718,0.0282095722,1,0.2,0.31,0.49
"2258",0.2316986,0.0104486849,1,0.57,0.23,0.2
"2259",0.5521784,0.0061424978,1,0.36,0.08,0.56
"2260",0.7098857,0.0009831674,1,0.34,0.03,0.63
"2261",0.5210703,0.038304763,1,0.1,0.29,0.61
"2262",0.3260579,0.003785283,1,0.47,0.07,0.46
"2263",0.5373959,0.004937547,1,0.39,0.1,0.51
"2264",0.3409549,0.013279922,1,0.46,0.29,0.25
"2265",0.3158062,0.001143097,1,0.69,0.05,0.26
"2266",0.6018313,0.045712935,1,0.08,0.36,0.56
"2267",0.5824554,0.026848766,1,0.18,0.22,0.6
"2268",0.3531091,0.029520673,1,0.16,0.42,0.42
"2269",0.2753606,0.01388387,1,0.44,0.27,0.29
"2270",0.4024113,0.021990255,1,0.27,0.33,0.4
"2271",0.4694684,0.012958757,1,0.34,0.3,0.36
"2272",0.3502519,0.005169077,1,0.58,0.08,0.34
"2273",0.5312573,0.018371901,1,0.23,0.19,0.58
"2274",0.5533725,0.019138671,1,0.2,0.22,0.58
"2275",0.3816599,0.013106781,1,0.3,0.28,0.42
"2276",0.4928671,0.0242458,1,0.18,0.26,0.56
"2277",0.4024282,0.008859285,1,0.43,0.14,0.43
"2278",0.4867949,0.00578115,1,0.46,0.06,0.48
"2279",0.4845436,0.027990202,1,0.19,0.3,0.51
"2280",0.3347709,0.005957402,1,0.56,0.11,0.33
"2281",0.5952242,0.04084275,1,0.08,0.35,0.57
"2282",0.5375073,0.01943482,1,0.2,0.23,0.57
"2283",0.5721129,0.00344547,1,0.36,0.04,0.6
"2284",0.6656296,0.03808857,1,0.08,0.31,0.61
"2285",0.404418,0.01323871,1,0.29,0.26,0.45
"2286",0.4854742,0.01417965,1,0.23,0.25,0.52
"2287",0.6319629,0.05102359,1,0.07,0.33,0.6
"2288",0.4714948,0.0133077,1,0.3,0.3,0.4
"2289",0.6222662,0.04240471,1,0.08,0.29,0.63
"2290",0.5570645,0.01070723,1,0.28,0.1,0.62
"2291",0.4707469,0.02019191,1,0.25,0.31,0.44
"2292",0.47136,0.028197752,1,0.16,0.41,0.43
"2293",0.7574052,0.012046234,1,0.2,0.11,0.69
"2294",0.3127939,0.018260875,1,0.35,0.32,0.33
"2295",0.7034344,0.014548825,1,0.19,0.15,0.66
"2296",0.3918254,0.034033933,1,0.14,0.45,0.41
"2297",0.6168967,0.028830067,1,0.11,0.28,0.61
"2298",0.3190149,0.019728665,1,0.24,0.37,0.39
"2299",0.2635937,0.017203286,1,0.34,0.37,0.29
"2300",0.4994923,0.007147265,1,0.27,0.12,0.61
"2301",0.5248195,0.034958444,1,0.18,0.33,0.49
"2302",0.4995968,0.008417009,1,0.5,0.11,0.39
"2303",0.5669317,0.021574866,1,0.18,0.22,0.6
"2304",0.6102997,0.021416481,1,0.15,0.26,0.59
"2305",0.4937542,0.007985475,1,0.39,0.04,0.57
"2306",0.4245092,0.00210609,1,0.6,0.08,0.32
"2307",0.34625,0.020612854,1,0.36,0.31,0.33
"2308",0.4876927,0.023489296,1,0.21,0.32,0.47
"2309",0.2693794,0.005113869,1,0.59,0.11,0.3
"2310",0.6410458,0.027769658,1,0.14,0.24,0.62
"2311",0.5209273,0.005232365,1,0.42,0.1,0.48
"2312",0.1608222,0.01122845,1,0.53,0.25,0.22
"2313",0.6023615,0.012920411,1,0.21,0.17,0.62
"2314",0.6340152,0.012618192,1,0.2,0.18,0.62
"2315",0.547125,0.00324298,1,0.41,0.09,0.5
"2316",0.5117739,0.008987898,1,0.33,0.13,0.54
"2317",0.5629948,0.023750418,1,0.16,0.25,0.59
"2318",0.431265,0.007476148,1,0.44,0.09,0.47
"2319",0.195335,0.004729905,1,0.58,0.18,0.24
"2320",0.1814323,0.023875676,1,0.33,0.44,0.23
"2321",0.5639008,0.013888282,1,0.25,0.21,0.54
"2322",0.2763857,0.015341922,1,0.38,0.31,0.31
"2323",0.4427336,0.006235779,1,0.44,0.15,0.41
"2324",0.4102566,0.019749758,1,0.27,0.22,0.51
"2325",0.6325422,0.011121234,1,0.31,0.09,0.6
"2326",0.5389484,0.012829569,1,0.23,0.15,0.62
"2327",0.3849224,0.021035834,1,0.3,0.38,0.32
"2328",0.5211638,0.003135526,1,0.44,0.05,0.51
"2329",0.4831685,0.020682698,1,0.25,0.27,0.48
"2330",0.4858334,0.026556495,1,0.24,0.24,0.52
"2331",0.453924,0.006114713,1,0.46,0.11,0.43
"2332",0.2733385,0.008738454,1,0.54,0.2,0.26
"2333",0.513038,0.00676114,1,0.3,0.16,0.54
"2334",0.3249094,0.005537703,1,0.55,0.09,0.36
"2335",0.4866897,0.032387333,1,0.16,0.37,0.47
"2336",0.482679,0.01465423,1,0.25,0.26,0.49
"2337",0.5389576,0.00622567,1,0.39,0.09,0.52
"2338",0.3257649,0.001451509,1,0.65,0.02,0.33
"2339",0.5739155,0.03236789,1,0.12,0.36,0.52
"2340",0.4243548,0.003147633,1,0.58,0.04,0.38
"2341",0.2787563,0.013765477,1,0.39,0.28,0.33
"2342",0.254575,0.019077557,1,0.42,0.27,0.31
"2343",0.4557837,0.002688305,1,0.59,0.06,0.35
"2344",0.5609996,0.008959971,1,0.31,0.21,0.48
"2345",0.3299591,0.003818542,1,0.57,0.09,0.34
"2346",0.582887,0.009919914,1,0.3,0.16,0.54
"2347",0.5840259,0.019267712,1,0.19,0.25,0.56
"2348",0.5479634,0.010137067,1,0.37,0.09,0.54
"2349",0.5417833,0.028936972,1,0.22,0.29,0.49
"2350",0.482227,0.003246864,1,0.41,0.07,0.52
"2351",0.24503467,0.1351606,1,0.01,0.58,0.41
"2352",0.36055825,0.11380819,1,0.01,0.57,0.42
"2353",0.42861004,0.0709631,1,0.02,0.57,0.41
"2354",0.08360559,0.16848019,1,0,0.57,0.43
"2355",0.27703286,0.13381783,1,0.01,0.56,0.43
"2356",0.32772366,0.03524744,1,0.08,0.51,0.41
"2357",0.37138675,0.10778829,1,0,0.56,0.44
"2358",0.12743653,0.16257878,1,0,0.57,0.43
"2359",0.44890076,0.02248035,1,0.21,0.37,0.42
"2360",0.34069339,0.05170034,1,0.01,0.57,0.42
"2361",0.3999703,0.005673476,1,0.57,0.08,0.35
"2362",0.1987441,0.009523426,1,0.6,0.16,0.24
"2363",0.4376185,0.021787084,1,0.25,0.38,0.37
"2364",0.6821669,0.020250673,1,0.2,0.15,0.65
"2365",0.3566131,0.009168214,1,0.46,0.22,0.32
"2366",0.4144123,0.014978782,1,0.35,0.25,0.4
"2367",0.4566722,0.010306163,1,0.32,0.18,0.5
"2368",0.3993472,0.021879719,1,0.25,0.32,0.43
"2369",0.3378602,0.014183717,1,0.37,0.3,0.33
"2370",0.5523962,0.025735493,1,0.17,0.29,0.54
"2371",0.4416622,0.008969371,1,0.32,0.13,0.55
"2372",0.5400562,0.014132831,1,0.25,0.23,0.52
"2373",0.5166616,0.030482955,1,0.26,0.25,0.49
"2374",0.6366351,0.00821757,1,0.32,0.11,0.57
"2375",0.3160543,0.004962304,1,0.59,0.05,0.36
"2376",0.3671241,0.007677182,1,0.51,0.23,0.26
"2377",0.4691213,0.016156745,1,0.33,0.22,0.45
"2378",0.4211636,0.023061818,1,0.27,0.33,0.4
"2379",0.5064995,0.004152185,1,0.46,0.05,0.49
"2380",0.3675666,0.024395695,1,0.22,0.31,0.47
"2381",0.5125506,0.012023908,1,0.32,0.18,0.5
"2382",0.5447346,0.028199158,1,0.16,0.33,0.51
"2383",0.2152517,0.010848488,1,0.57,0.22,0.21
"2384",0.4653082,0.020124179,1,0.22,0.32,0.46
"2385",0.1916997,0.010082841,1,0.53,0.26,0.21
"2386",0.6137101,0.026057114,1,0.19,0.25,0.56
"2387",0.3464482,0.005911453,1,0.46,0.14,0.4
"2388",0.5314165,0.007961768,1,0.34,0.14,0.52
"2389",0.3627507,0.019348057,1,0.31,0.35,0.34
"2390",0.5780174,0.007346524,1,0.39,0.1,0.51
"2391",0.3975665,0.01347227,1,0.35,0.26,0.39
"2392",0.4571215,0.017144365,1,0.25,0.26,0.49
"2393",0.2911605,0.017984963,1,0.43,0.33,0.24
"2394",0.422722,0.024532075,1,0.26,0.29,0.45
"2395",0.5931347,0.01020647,1,0.31,0.1,0.59
"2396",0.6037647,0.003544807,1,0.35,0.04,0.61
"2397",0.5414818,0.003403607,1,0.4,0.05,0.55
"2398",0.4926786,0.029597882,1,0.19,0.35,0.46
"2399",0.453974,0.014499992,1,0.29,0.24,0.47
"2400",0.4527057,0.013348812,1,0.28,0.3,0.42
"2401",0.3198173,0.0153908816,1,0.41,0.26,0.33
"2402",0.4419671,0.0204278883,1,0.26,0.34,0.4
"2403",0.3625393,0.0008495562,1,0.63,0.02,0.35
"2404",0.2688073,0.0038670842,1,0.64,0.1,0.26
"2405",0.4713321,0.0176097751,1,0.26,0.27,0.47
"2406",0.5148281,0.0240041581,1,0.17,0.26,0.57
"2407",0.2824196,0.0055674559,1,0.56,0.11,0.33
"2408",0.3301899,0.017221041,1,0.37,0.27,0.36
"2409",0.5995863,0.012307208,1,0.18,0.22,0.6
"2410",0.4814065,0.0147256912,1,0.36,0.22,0.42
"2411",0.4878117,0.012280922,1,0.22,0.22,0.56
"2412",0.476359,0.004174734,1,0.4,0.09,0.51
"2413",0.3766913,0.008674973,1,0.48,0.12,0.4
"2414",0.5296199,0.010135405,1,0.3,0.14,0.56
"2415",0.3855315,0.021166238,1,0.29,0.27,0.44
"2416",0.2420007,0.004970394,1,0.57,0.1,0.33
"2417",0.5972653,0.005378904,1,0.35,0.06,0.59
"2418",0.3465545,0.00504023,1,0.6,0.1,0.3
"2419",0.220436,0.014619433,1,0.52,0.26,0.22
"2420",0.5227953,0.020010698,1,0.2,0.29,0.51
"2421",0.3488627,0.013817828,1,0.32,0.3,0.38
"2422",0.4014678,0.029094037,1,0.2,0.35,0.45
"2423",0.6397744,0.019720861,1,0.2,0.23,0.57
"2424",0.4818715,0.007140034,1,0.42,0.13,0.45
"2425",0.3274469,0.001538073,1,0.64,0.07,0.29
"2426",0.3386211,0.00513654,1,0.64,0.06,0.3
"2427",0.6459927,0.021071102,1,0.18,0.19,0.63
"2428",0.5279587,0.021535629,1,0.19,0.25,0.56
"2429",0.5978892,0.027110946,1,0.2,0.23,0.57
"2430",0.2940618,0.002109489,1,0.64,0.08,0.28
"2431",0.6426142,0.009570966,1,0.27,0.13,0.6
"2432",0.439367,0.010477591,1,0.42,0.19,0.39
"2433",0.6521931,0.025124801,1,0.12,0.22,0.66
"2434",0.6083839,0.013008487,1,0.28,0.15,0.57
"2435",0.6529664,0.028256511,1,0.16,0.27,0.57
"2436",0.5107835,0.054010375,1,0.06,0.28,0.66
"2437",0.5636518,0.043102908,1,0.06,0.28,0.66
"2438",0.2729007,0.010612319,1,0.47,0.22,0.31
"2439",0.4734346,0.006961,1,0.43,0.14,0.43
"2440",0.3796277,0.0072236,1,0.51,0.17,0.32
"2441",0.6938264,0.003924902,1,0.33,0.05,0.62
"2442",0.5359854,0.018540637,1,0.19,0.27,0.54
"2443",0.4508882,0.013465646,1,0.31,0.21,0.48
"2444",0.5041957,0.018678498,1,0.26,0.33,0.41
"2445",0.4730619,0.006856628,1,0.41,0.09,0.5
"2446",0.5582288,0.01613077,1,0.28,0.15,0.57
"2447",0.6524618,0.010585307,1,0.29,0.08,0.63
"2448",0.3914674,0.008214949,1,0.41,0.2,0.39
"2449",0.4134248,0.011589509,1,0.41,0.25,0.34
"2450",0.5013081,0.002379265,1,0.51,0.05,0.44
"2451",0.3311902,0.0116172081,1,0.52,0.21,0.27
"2452",0.6347208,0.0004572533,1,0.35,0.02,0.63
"2453",0.1998368,0.0088469377,1,0.54,0.18,0.28
"2454",0.4225309,0.02767514,1,0.28,0.33,0.39
"2455",0.6361674,0.0015686732,1,0.33,0.02,0.65
"2456",0.4425986,0.005253599,1,0.47,0.11,0.42
"2457",0.4297781,0.006736699,1,0.35,0.14,0.51
"2458",0.3210752,0.0332221449,1,0.21,0.42,0.37
"2459",0.1649059,0.0082008129,1,0.57,0.19,0.24
"2460",0.5635244,0.0199143942,1,0.15,0.26,0.59
"2461",0.6353178,0.021259959,1,0.17,0.22,0.61
"2462",0.3926897,0.026209838,1,0.22,0.41,0.37
"2463",0.6320394,0.003857883,1,0.36,0.05,0.59
"2464",0.5327363,0.018537811,1,0.29,0.24,0.47
"2465",0.3337064,0.003817586,1,0.56,0.13,0.31
"2466",0.5149887,0.008600692,1,0.3,0.1,0.6
"2467",0.5031976,0.021961996,1,0.16,0.29,0.55
"2468",0.5498076,0.018280062,1,0.28,0.24,0.48
"2469",0.169445,0.019097441,1,0.41,0.36,0.23
"2470",0.6537358,0.007171925,1,0.26,0.09,0.65
"2471",0.5959792,0.017728259,1,0.23,0.2,0.57
"2472",0.3122132,0.002080236,1,0.66,0.05,0.29
"2473",0.3251544,0.006814704,1,0.47,0.18,0.35
"2474",0.3245406,0.012925648,1,0.46,0.24,0.3
"2475",0.4710751,0.016037979,1,0.35,0.19,0.46
"2476",0.5546688,0.004592366,1,0.42,0.08,0.5
"2477",0.327001,0.00525456,1,0.47,0.2,0.33
"2478",0.5598713,0.019552472,1,0.22,0.26,0.52
"2479",0.4024749,0.008041855,1,0.42,0.16,0.42
"2480",0.5235823,0.025887383,1,0.16,0.29,0.55
"2481",0.4656903,0.004596503,1,0.49,0.06,0.45
"2482",0.4518479,0.022315819,1,0.25,0.27,0.48
"2483",0.5861142,0.00215254,1,0.45,0.03,0.52
"2484",0.4473905,0.001814715,1,0.51,0.06,0.43
"2485",0.4594687,0.002078843,1,0.49,0.04,0.47
"2486",0.5157824,0.017878748,1,0.24,0.26,0.5
"2487",0.3940918,0.00766412,1,0.47,0.13,0.4
"2488",0.3324921,0.010056085,1,0.51,0.15,0.34
"2489",0.5749433,0.003170685,1,0.37,0.08,0.55
"2490",0.4261879,0.006028076,1,0.36,0.1,0.54
"2491",0.5629421,0.029495283,1,0.14,0.32,0.54
"2492",0.5483425,0.020080869,1,0.2,0.28,0.52
"2493",0.5803442,0.006067544,1,0.37,0.06,0.57
"2494",0.3812702,0.007460042,1,0.49,0.17,0.34
"2495",0.2445681,0.015358394,1,0.42,0.37,0.21
"2496",0.3589849,0.0292816,1,0.19,0.45,0.36
"2497",0.5076998,0.030770061,1,0.11,0.38,0.51
"2498",0.4714238,0.008153124,1,0.36,0.16,0.48
"2499",0.2591598,0.008442309,1,0.49,0.2,0.31
"2500",0.529503,0.006624238,1,0.37,0.04,0.59
"2501",0.4081442,0.0085951451,1,0.47,0.19,0.34
"2502",0.5950867,0.0060210708,1,0.3,0.04,0.66
"2503",0.4906754,0.0305858999,1,0.17,0.42,0.41
"2504",0.417153,0.0087108463,1,0.3,0.16,0.54
"2505",0.5356327,0.01830349,1,0.26,0.23,0.51
"2506",0.7422888,0.0199444003,1,0.15,0.19,0.66
"2507",0.654706,0.0049647603,1,0.25,0.07,0.68
"2508",0.3790784,0.0005028462,1,0.62,0,0.38
"2509",0.4329889,0.0231999222,1,0.16,0.45,0.39
"2510",0.3634189,0.0323448917,1,0.12,0.41,0.47
"2511",0.3647929,0.019782547,1,0.27,0.38,0.35
"2512",0.4963687,0.003475694,1,0.49,0.05,0.46
"2513",0.5204426,0.00782115,1,0.31,0.06,0.63
"2514",0.210343,0.004279036,1,0.56,0.12,0.32
"2515",0.2752875,0.016051036,1,0.34,0.35,0.31
"2516",0.5588378,0.003452509,1,0.37,0.02,0.61
"2517",0.3861227,0.021482554,1,0.3,0.32,0.38
"2518",0.4161204,0.016165967,1,0.32,0.29,0.39
"2519",0.2093514,0.007657883,1,0.61,0.14,0.25
"2520",0.2306632,0.017639316,1,0.37,0.37,0.26
"2521",0.5509725,0.007537205,1,0.26,0.12,0.62
"2522",0.3532578,0.01019592,1,0.5,0.2,0.3
"2523",0.3152637,0.011541426,1,0.47,0.21,0.32
"2524",0.6190004,0.043374261,1,0.07,0.29,0.64
"2525",0.3839344,0.001735377,1,0.53,0.05,0.42
"2526",0.4091143,0.0192945,1,0.32,0.27,0.41
"2527",0.3975121,0.036642109,1,0.12,0.36,0.52
"2528",0.3209189,0.006959909,1,0.48,0.2,0.32
"2529",0.601837,0.034681275,1,0.05,0.37,0.58
"2530",0.3890588,0.010780109,1,0.41,0.21,0.38
"2531",0.2710077,0.008617303,1,0.54,0.19,0.27
"2532",0.4880126,0.031336179,1,0.13,0.32,0.55
"2533",0.495178,0.014297492,1,0.23,0.25,0.52
"2534",0.604676,0.023791267,1,0.18,0.27,0.55
"2535",0.4690099,0.01570127,1,0.36,0.26,0.38
"2536",0.7060894,0.016437201,1,0.16,0.22,0.62
"2537",0.3495124,0.010998297,1,0.44,0.24,0.32
"2538",0.5730261,0.019974271,1,0.12,0.37,0.51
"2539",0.5159212,0.010160562,1,0.27,0.17,0.56
"2540",0.3318437,0.012702491,1,0.41,0.26,0.33
"2541",0.3028955,0.007058277,1,0.5,0.17,0.33
"2542",0.356536,0.002523098,1,0.61,0.09,0.3
"2543",0.4371296,0.025197554,1,0.2,0.36,0.44
"2544",0.4307861,0.027409055,1,0.23,0.37,0.4
"2545",0.6203853,0.029119723,1,0.08,0.31,0.61
"2546",0.1826269,0.011536263,1,0.56,0.23,0.21
"2547",0.3660013,0.014438301,1,0.39,0.31,0.3
"2548",0.2386535,0.002537541,1,0.7,0.07,0.23
"2549",0.6941132,0.023020847,1,0.17,0.24,0.59
"2550",0.3718436,0.020414486,1,0.2,0.37,0.43
"2551",0.3802929,0.009304789,1,0.48,0.1,0.42
"2552",0.4923753,0.009497294,1,0.32,0.14,0.54
"2553",0.3650302,0.004579166,1,0.42,0.17,0.41
"2554",0.4499986,0.026494612,1,0.16,0.34,0.5
"2555",0.5569349,0.015219965,1,0.2,0.19,0.61
"2556",0.3456573,0.01200729,1,0.44,0.24,0.32
"2557",0.3151561,0.012211815,1,0.45,0.24,0.31
"2558",0.5991431,0.023864535,1,0.16,0.25,0.59
"2559",0.3907453,0.014373856,1,0.26,0.36,0.38
"2560",0.4413031,0.034871305,1,0.19,0.36,0.45
"2561",0.4357077,0.0027256019,1,0.61,0.04,0.35
"2562",0.6213724,0.0355080359,1,0.09,0.34,0.57
"2563",0.4652662,0.0121909191,1,0.37,0.16,0.47
"2564",0.4654792,0.0005463953,1,0.48,0,0.52
"2565",0.5794601,0.038370928,1,0.08,0.34,0.58
"2566",0.5245057,0.0188787037,1,0.19,0.28,0.53
"2567",0.3001976,0.0090512868,1,0.5,0.17,0.33
"2568",0.2738045,0.0024778238,1,0.68,0.04,0.28
"2569",0.4225487,0.0246330032,1,0.23,0.33,0.44
"2570",0.4950936,0.0211905385,1,0.2,0.26,0.54
"2571",0.5186464,0.024543307,1,0.19,0.36,0.45
"2572",0.4120678,0.013485327,1,0.39,0.17,0.44
"2573",0.5660664,0.00638061,1,0.36,0.03,0.61
"2574",0.4279958,0.006979111,1,0.44,0.15,0.41
"2575",0.5548429,0.003508033,1,0.38,0.04,0.58
"2576",0.259582,0.015126348,1,0.4,0.29,0.31
"2577",0.3284083,0.01689175,1,0.35,0.32,0.33
"2578",0.4124286,0.015152652,1,0.41,0.17,0.42
"2579",0.6142171,0.022895386,1,0.19,0.21,0.6
"2580",0.4686601,0.023205542,1,0.19,0.29,0.52
"2581",0.1475922,0.0120964,1,0.53,0.35,0.12
"2582",0.2505747,0.0146883,1,0.4,0.39,0.21
"2583",0.1674357,0.01148448,1,0.47,0.33,0.2
"2584",0.5999867,0.01594544,1,0.27,0.14,0.59
"2585",0.3943537,0.02224489,1,0.19,0.42,0.39
"2586",0.6234434,0.01957656,1,0.16,0.25,0.59
"2587",0.6578126,0.00225074,1,0.32,0.07,0.61
"2588",0.5491496,0.01178928,1,0.32,0.16,0.52
"2589",0.3172291,0.0312502,1,0.19,0.47,0.34
"2590",0.3625791,0.0037494,1,0.53,0.08,0.39
"2591",0.368213,0.010846697,1,0.46,0.22,0.32
"2592",0.4852025,0.010453269,1,0.29,0.25,0.46
"2593",0.3818561,0.005724592,1,0.49,0.1,0.41
"2594",0.3924603,0.012895177,1,0.36,0.18,0.46
"2595",0.4557592,0.010944042,1,0.44,0.14,0.42
"2596",0.2698341,0.020280397,1,0.38,0.35,0.27
"2597",0.3436857,0.027419427,1,0.19,0.38,0.43
"2598",0.1549286,0.014905928,1,0.47,0.3,0.23
"2599",0.3849852,0.021586175,1,0.24,0.39,0.37
"2600",0.3984526,0.021208602,1,0.22,0.32,0.46
"2601",0.2693641,0.007570452,1,0.53,0.12,0.35
"2602",0.4283709,0.020912591,1,0.27,0.28,0.45
"2603",0.4479685,0.006133129,1,0.43,0.13,0.44
"2604",0.4649783,0.023458171,1,0.24,0.3,0.46
"2605",0.4216932,0.01621325,1,0.3,0.17,0.53
"2606",0.5684371,0.010052361,1,0.36,0.1,0.54
"2607",0.5384895,0.008774752,1,0.34,0.13,0.53
"2608",0.3070652,0.012072867,1,0.38,0.21,0.41
"2609",0.4153919,0.008619226,1,0.46,0.1,0.44
"2610",0.2468216,0.013189675,1,0.42,0.26,0.32
"2611",0.5527548,0.002975076,1,0.33,0.04,0.63
"2612",0.6637451,0.008130962,1,0.29,0.07,0.64
"2613",0.4857774,0.001530857,1,0.48,0.04,0.48
"2614",0.5923966,0.019530762,1,0.22,0.23,0.55
"2615",0.6100507,0.002110612,1,0.45,0.02,0.53
"2616",0.3272996,0.019069199,1,0.4,0.27,0.33
"2617",0.2477451,0.013492852,1,0.51,0.23,0.26
"2618",0.4817915,0.024406895,1,0.17,0.32,0.51
"2619",0.5138936,0.021107162,1,0.25,0.27,0.48
"2620",0.4037404,0.026830645,1,0.19,0.39,0.42
"2621",0.3781804,0.025251136,1,0.19,0.42,0.39
"2622",0.4407271,0.010230703,1,0.51,0.16,0.33
"2623",0.5160378,0.023197968,1,0.22,0.28,0.5
"2624",0.6184807,0.010412782,1,0.24,0.14,0.62
"2625",0.7432665,0.023322268,1,0.13,0.23,0.64
"2626",0.3096808,0.003279207,1,0.56,0.09,0.35
"2627",0.2898442,0.022339769,1,0.2,0.42,0.38
"2628",0.3683056,0.002940299,1,0.65,0.06,0.29
"2629",0.4756488,0.026302693,1,0.19,0.28,0.53
"2630",0.7054118,0.010533506,1,0.21,0.13,0.66
"2631",0.3575113,0.00465735,1,0.47,0.15,0.38
"2632",0.5233408,0.001295692,1,0.52,0.01,0.47
"2633",0.5172825,0.013995046,1,0.29,0.16,0.55
"2634",0.4165223,0.014050408,1,0.34,0.22,0.44
"2635",0.540916,0.011708318,1,0.27,0.19,0.54
"2636",0.3446645,0.005089879,1,0.49,0.13,0.38
"2637",0.4300963,0.004846701,1,0.45,0.07,0.48
"2638",0.4064668,0.010104444,1,0.43,0.15,0.42
"2639",0.3378327,0.015000827,1,0.37,0.35,0.28
"2640",0.3392878,0.014335834,1,0.4,0.23,0.37
"2641",0.3030714,0.0198908239,1,0.35,0.34,0.31
"2642",0.4136026,0.0195643099,1,0.27,0.32,0.41
"2643",0.6096485,0.0009293891,1,0.4,0.04,0.56
"2644",0.410842,0.0225437179,1,0.3,0.26,0.44
"2645",0.5042042,0.0070243299,1,0.35,0.15,0.5
"2646",0.4346539,0.0075207299,1,0.46,0.14,0.4
"2647",0.5137819,0.0251832539,1,0.21,0.34,0.45
"2648",0.4671041,0.0108098055,1,0.29,0.21,0.5
"2649",0.3268739,0.0134225953,1,0.45,0.22,0.33
"2650",0.3938411,0.0252916571,1,0.27,0.36,0.37
"2651",0.3761639,0.006361614,1,0.52,0.13,0.35
"2652",0.5033795,0.025977558,1,0.12,0.29,0.59
"2653",0.4106427,0.006288334,1,0.53,0.07,0.4
"2654",0.5364369,0.003951573,1,0.41,0.07,0.52
"2655",0.2584833,0.010230324,1,0.55,0.17,0.28
"2656",0.5049227,0.027281208,1,0.17,0.29,0.54
"2657",0.3283066,0.016654283,1,0.38,0.29,0.33
"2658",0.228174,0.019054142,1,0.39,0.3,0.31
"2659",0.2990809,0.019523532,1,0.33,0.3,0.37
"2660",0.4547212,0.001390412,1,0.54,0.01,0.45
"2661",0.6072936,0.0424225,1,0.08,0.4,0.52
"2662",0.4612841,0.02538226,1,0.24,0.39,0.37
"2663",0.5191241,0.00735133,1,0.34,0.13,0.53
"2664",0.6510134,0.01201383,1,0.24,0.1,0.66
"2665",0.342193,0.01755723,1,0.42,0.27,0.31
"2666",0.4228433,0.02652842,1,0.19,0.34,0.47
"2667",0.6563022,0.01554188,1,0.23,0.16,0.61
"2668",0.6946392,0.01838136,1,0.12,0.21,0.67
"2669",0.7282557,0.01884788,1,0.17,0.17,0.66
"2670",0.6515876,0.02291192,1,0.19,0.18,0.63
"2671",0.3735051,0.01712878,1,0.3,0.34,0.36
"2672",0.6424528,0.000998178,1,0.42,0.01,0.57
"2673",0.470009,0.022430694,1,0.2,0.25,0.55
"2674",0.4110172,0.014643406,1,0.37,0.25,0.38
"2675",0.5173779,0.017690183,1,0.18,0.24,0.58
"2676",0.4393791,0.004301538,1,0.51,0.06,0.43
"2677",0.4870701,0.001707683,1,0.35,0.01,0.64
"2678",0.3795973,0.009803485,1,0.41,0.29,0.3
