"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"173",0.64855533168923,0.00967832817158776,5,338,657,0.9
"299",0.664686239845379,0.00709055001739089,11,316,673,0.9
"368",0.666762370116077,0.00753183968528288,4,341,655,0.9
"179",0.667830865452554,0.00850321768415143,8,320,672,0.9
"29",0.668831781992146,0.00802073004072784,7,339,654,0.9
"116",0.666924849106546,0.010498625055015,2,328,670,0.9
"83",0.658602005591477,0.00651521480573931,14,329,657,0.9
"230",0.659303795295226,0.00862981525459399,5,337,658,0.9
"128",0.647413946055451,0.00952524779884441,2,324,674,0.9
"177",0.647389279850063,0.00601635939515874,13,313,674,0.9
"92",0.663588010404943,0.00976738338227487,3,319,678,0.9
"146",0.663715318412417,0.00875694096337956,5,350,645,0.9
"469",0.644205517486092,0.00822325400595252,7,357,636,0.9
"421",0.640453611795403,0.00864571411276531,3,333,664,0.9
"463",0.647247798981004,0.00877135672691727,4,337,659,0.9
"332",0.672148444686526,0.00822286666740168,6,323,671,0.9
"250",0.669645329041081,0.007949688053019,5,355,640,0.9
"73",0.674350104541761,0.00924704352643942,3,327,670,0.9
"150",0.666082772378185,0.0105757924031664,0,323,677,0.9
"397",0.670242790724456,0.0111911655470938,1,319,680,0.9
"239",0.665939069186165,0.00843795537319033,5,308,687,0.9
"298",0.641047903101279,0.00971409939450139,3,367,630,0.9
"39",0.632194211823876,0.00794465720244455,7,388,605,0.9
"43",0.680204093881221,0.00586106934066932,14,293,693,0.9
"301",0.664241949958433,0.00824929996278628,4,348,648,0.9
"476",0.667771787140771,0.00642973052518836,13,333,654,0.9
"429",0.644882182013428,0.00772134404880177,5,369,626,0.9
"303",0.632915178733796,0.0134698733618183,1,347,652,0.9
"360",0.641365309721373,0.00780099622948515,9,378,613,0.9
"181",0.663385308713277,0.00893591683405162,1,324,675,0.9
"336",0.647377130830724,0.00756213130715522,10,361,629,0.9
"301.1",0.664241949958433,0.00824929996278628,2,362,636,0.9
"387",0.643240226531017,0.0101108908161647,2,358,640,0.9
"211",0.648304750020569,0.00965192965273153,4,379,617,0.9
"389",0.658594361530378,0.00699374256044641,10,348,642,0.9
"462",0.638591297131466,0.00821708570666148,6,376,618,0.9
"15",0.662318914434006,0.00811508917447808,4,338,658,0.9
"45",0.658308076981001,0.00737787257583819,12,369,619,0.9
"172",0.66276550736005,0.00795937832701527,12,336,652,0.9
"112",0.617298009777584,0.0124247568809673,1,389,610,0.9
"367",0.64361123293401,0.00733898417012884,7,332,661,0.9
"169",0.643749076657256,0.00953130639517285,3,333,664,0.9
"134",0.663745429699488,0.00996881166444389,1,312,687,0.9
"122",0.610352357125702,0.00896200219027615,2,385,613,0.9
"222",0.660888422254601,0.0093545671316454,4,346,650,0.9
"465",0.649588049724817,0.00792043602511545,11,348,641,0.9
"389.1",0.658594361530378,0.00699374256044641,8,362,630,0.9
"63",0.645868615420692,0.00722567301060883,9,340,651,0.9
"49",0.661938564225784,0.00591244914549271,19,312,669,0.9
"324",0.687656381362322,0.00589114973069236,16,310,674,0.9
"78",0.664932209291343,0.00842596482274038,2,324,674,0.9
"321",0.652908195106839,0.00922445652230043,3,316,681,0.9
"268",0.643926801107276,0.0096182980940533,0,350,650,0.9
"176",0.667149741106508,0.00931071597216685,2,341,657,0.9
"50",0.676216080018376,0.00596213330959721,21,304,675,0.9
"370",0.673996277445754,0.00910575001869361,5,324,671,0.9
"81",0.659110236256743,0.0077850581304977,7,340,653,0.9
"291",0.664720791619084,0.00672872631315639,15,342,643,0.9
"312",0.671972834872276,0.00506634294733819,27,311,662,0.9
"311",0.637257619742806,0.0114238900645643,1,359,640,0.9
"144",0.689025506750949,0.00462562931221233,19,291,690,0.9
"75",0.657445167884974,0.0112860003719244,1,352,647,0.9
"469.1",0.644205517486092,0.00822325400595252,4,346,650,0.9
"230.1",0.659303795295226,0.00862981525459399,4,338,658,0.9
"363",0.650774419672981,0.00969774528123503,1,333,666,0.9
"273",0.659616513569799,0.00610331202125882,19,305,676,0.9
"142",0.664595259815327,0.00920674488939287,3,333,664,0.9
"142.1",0.664595259815327,0.00920674488939287,5,343,652,0.9
"218",0.668349223989087,0.0104397451964097,4,375,621,0.9
"56",0.655730512177924,0.00930450014284776,1,359,640,0.9
"346",0.670398265669414,0.00983074387586842,3,326,671,0.9
"483",0.640214629728679,0.00930580696576216,9,339,652,0.9
"31",0.664489054830927,0.0109706536165736,0,350,650,0.9
"429.1",0.644882182013428,0.00772134404880177,2,359,639,0.9
"179.1",0.667830865452554,0.00850321768415143,3,350,647,0.9
"141",0.665880164518431,0.0063675932399654,14,320,666,0.9
"202",0.671569124589426,0.00567759327472161,16,301,683,0.9
"463.1",0.647247798981004,0.00877135672691727,2,366,632,0.9
"55",0.69053604007213,0.00576395578053731,17,313,670,0.9
"300",0.655412153821401,0.00665666902364899,7,345,648,0.9
"148",0.65670884470962,0.00854239967858385,5,352,643,0.9
"425",0.662674279750708,0.00687173537897068,10,313,677,0.9
"452",0.662467501018462,0.00930024554639072,4,351,645,0.9
"479",0.651179832970177,0.0076279120547113,5,333,662,0.9
"489",0.663695922067805,0.00811402496151732,9,324,667,0.9
"189",0.655528623442905,0.00531160701488244,30,318,652,0.9
"174",0.667213872348639,0.00857173249252017,4,327,669,0.9
"330",0.649945326879977,0.00879135546006603,5,363,632,0.9
"142.2",0.664595259815327,0.00920674488939287,3,335,662,0.9
"70",0.658681387707549,0.00761204475020739,10,304,686,0.9
"307",0.64928311531822,0.0105401263885385,2,380,618,0.9
"397.1",0.670242790724456,0.0111911655470938,0,331,669,0.9
"4",0.638877269715489,0.00890318465028231,4,346,650,0.9
"252",0.667911966491106,0.00648072649154894,10,327,663,0.9
"439",0.668557860045103,0.00674181166348058,18,300,682,0.9
"354",0.646661464838361,0.00928129565827158,1,363,636,0.9
"275",0.637892853326787,0.0101073681969303,1,376,623,0.9
"43.1",0.680204093881221,0.00586106934066932,8,324,668,0.9
"234",0.654427914210774,0.00885205093798685,9,314,677,0.9
"378",0.662182652781981,0.0112425852459187,2,323,675,0.9
"254",0.624611488472724,0.00955426923296055,1,370,629,0.9
"89",0.658232016080888,0.00799991273145191,3,359,638,0.9
"79",0.664120467485736,0.00915186609662955,4,332,664,0.9
"55.1",0.69053604007213,0.00576395578053731,17,287,696,0.9
"205",0.662305792772191,0.00431761863672158,60,297,643,0.9
"335",0.666002340462885,0.0103910824093147,3,340,657,0.9
"230.2",0.659303795295226,0.00862981525459399,4,341,655,0.9
"473",0.628734396352961,0.00897651116185553,4,372,624,0.9
"360.1",0.641365309721373,0.00780099622948515,9,332,659,0.9
"111",0.659477091908183,0.00778566313668516,6,326,668,0.9
"42",0.648977473161622,0.00900457366705946,5,354,641,0.9
"419",0.657657016610805,0.00701254799931882,12,372,616,0.9
"205.1",0.662305792772191,0.00431761863672158,37,259,704,0.9
"43.2",0.680204093881221,0.00586106934066932,17,287,696,0.9
"474",0.658576459645251,0.0100935308217379,2,348,650,0.9
"384",0.639325343016563,0.0122541135280486,0,366,634,0.9
"305",0.659869448747329,0.00599903079337191,15,330,655,0.9
"22",0.634805257812092,0.00801552564391596,7,338,655,0.9
"103",0.661618891109594,0.00723842859013002,5,333,662,0.9
"133",0.641404883423211,0.00626115498622733,15,337,648,0.9
"376",0.685127155747358,0.00576436031944072,19,293,688,0.9
"57",0.665201260002617,0.0101855500908776,2,373,625,0.9
"2",0.66941051697457,0.00645388418983839,8,296,696,0.9
"460",0.648862699088125,0.012231177030423,0,336,664,0.9
"148.1",0.65670884470962,0.00854239967858385,5,347,648,0.9
"459",0.653217201654796,0.0102725554392443,2,321,677,0.9
"343",0.652077556446161,0.0110201152236127,1,352,647,0.9
"438",0.644997191445232,0.00660054591025624,17,368,615,0.9
"67",0.646842004862142,0.0109518010573258,1,359,640,0.9
"267",0.666588464741421,0.00923355494489284,7,328,665,0.9
"56.1",0.655730512177924,0.00930450014284776,4,344,652,0.9
"19",0.672944998227805,0.00797283914109994,6,327,667,0.9
"8",0.642829666526678,0.0069095252245907,10,344,646,0.9
