"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"163",0.65871174587986,0.0154975053583924,0,351,649,0.8
"439",0.625348625777441,0.0182794893761397,0,349,651,0.8
"269",0.635109544928801,0.0212049863433317,0,340,660,0.8
"343",0.628019877334926,0.0169955175033736,0,361,639,0.8
"494",0.628370179733555,0.0173521479381272,0,371,629,0.8
"335",0.614232412113314,0.0184151058799204,0,378,622,0.8
"142",0.628009417968962,0.0164837775007315,0,382,618,0.8
"333",0.65419990814828,0.0156476579451418,0,355,645,0.8
"70",0.617995343001999,0.0189125065323624,0,386,614,0.8
"352",0.618158522479583,0.0169739633411088,0,384,616,0.8
"49",0.635250293361233,0.0175697962078959,0,368,632,0.8
"366",0.644799293047211,0.0161139151707393,0,336,664,0.8
"62",0.627064981367043,0.0185482640440413,0,389,611,0.8
"79",0.648840284789551,0.0177669381604641,0,347,653,0.8
"226",0.617613761490133,0.017202754951878,0,378,622,0.8
"485",0.638971784756785,0.0141705454734959,0,350,650,0.8
"98",0.643659624267757,0.0193780884030734,0,361,639,0.8
"46",0.631581065564297,0.0136764535007596,0,390,610,0.8
"478",0.624850499819252,0.0164585878843244,0,359,641,0.8
"267",0.618507259778256,0.0192836248794655,0,359,641,0.8
"62.1",0.627064981367043,0.0185482640440413,0,382,618,0.8
"399",0.639211011042258,0.0191324803842179,0,346,654,0.8
"375",0.614166919540126,0.0130359197105788,1,408,591,0.8
"480",0.634917355600954,0.0141595695300961,0,342,658,0.8
"94",0.660747043069727,0.0108936640239982,3,339,658,0.8
"503",0.64985903379411,0.0116870243466216,1,350,649,0.8
"286",0.629549309734206,0.0172245174977702,0,365,635,0.8
"141",0.630964029467086,0.0185438488967588,0,379,621,0.8
"283",0.623471883492778,0.0193624088797275,0,387,613,0.8
"428",0.635787667174179,0.0160755097648303,0,386,614,0.8
"301",0.616891000401367,0.0176444077555064,0,394,606,0.8
"321",0.647004988423351,0.0147108528725019,0,361,639,0.8
"26",0.648812024770319,0.0126350467812585,0,343,657,0.8
"121",0.62461621629649,0.0175912941547824,0,379,621,0.8
"356",0.639624605061261,0.0196361797867419,0,358,642,0.8
"172",0.637142272925611,0.0164521949934811,0,371,629,0.8
"284",0.629212005487964,0.0148783950284892,0,350,650,0.8
"218",0.596206290918891,0.0268307636414619,0,396,604,0.8
"47",0.621886985614823,0.0159627285109254,0,387,613,0.8
"95",0.628017895686594,0.0195961416264649,0,351,649,0.8
"340",0.628211142010007,0.0222989608325508,0,366,634,0.8
"19",0.648308229271975,0.0130902756929076,3,343,654,0.8
"388",0.614562926860165,0.0216621087963233,0,367,633,0.8
"402",0.619262606982425,0.0183019655504289,0,384,616,0.8
"496",0.641442254568453,0.0127328916932045,1,400,599,0.8
"296",0.614719574063161,0.017227134197023,0,416,584,0.8
"403",0.630588837779486,0.0134467168880006,1,369,630,0.8
"495",0.630700432089007,0.0133139994503545,0,383,617,0.8
"66",0.632637098093036,0.0153460600638559,0,381,619,0.8
"28",0.617044235867472,0.0206259112411315,0,382,618,0.8
"502",0.648154382919592,0.0205106213741895,0,335,665,0.8
"456",0.6375457075179,0.0137933846835462,0,369,631,0.8
"400",0.635462965937526,0.016906892064446,0,369,631,0.8
"251",0.645401533585994,0.0138885443871808,0,362,638,0.8
"69",0.633131559671089,0.022148506723112,0,356,644,0.8
"226.1",0.617613761490133,0.017202754951878,0,381,619,0.8
"199",0.622833837549395,0.0152635256726344,0,391,609,0.8
"258",0.627163235807539,0.0177802274006031,0,369,631,0.8
"242",0.628139899822224,0.0152991782005678,0,388,612,0.8
"197",0.607363676375194,0.0174169686307635,0,383,617,0.8
"289",0.616399082669051,0.0158460862246064,0,380,620,0.8
"229",0.652456909325093,0.0182044863021243,0,360,640,0.8
"71",0.62316362762713,0.0170773707010924,0,385,615,0.8
"225",0.616489482827019,0.0212397740365597,0,382,618,0.8
"264",0.624064388128219,0.0188802209248632,1,374,625,0.8
"160",0.635795087561418,0.0160551615360498,0,378,622,0.8
"320",0.631723268886475,0.0160042735327256,0,369,631,0.8
"474",0.630128264558136,0.0166960259455627,0,401,599,0.8
"275",0.631452699814257,0.0184573105289794,0,375,625,0.8
"306",0.641034159692813,0.0152160994132432,1,341,658,0.8
"471",0.634337138339939,0.0144277054526266,0,376,624,0.8
"463",0.624884149028512,0.016306568339012,0,377,623,0.8
"171",0.612569212091475,0.0148493904050499,0,394,606,0.8
"377",0.654516253798733,0.0148999054490092,0,346,654,0.8
"213",0.644364119471352,0.0151273490853635,1,356,643,0.8
"403.1",0.630588837779486,0.0134467168880006,0,390,610,0.8
"324",0.60783780025122,0.0214692397985005,0,401,599,0.8
"478.1",0.624850499819252,0.0164585878843244,0,399,601,0.8
"237",0.647283112998023,0.0204400985068425,0,337,663,0.8
"380",0.630314989195244,0.0168552271530053,0,356,644,0.8
"405",0.628248637375095,0.0172875749786955,0,348,652,0.8
"313",0.628685691417095,0.0144486911119427,0,353,647,0.8
"224",0.649007486501452,0.0147605079027261,1,341,658,0.8
"290",0.626155239319119,0.0119045301016875,3,388,609,0.8
"76",0.611879632044929,0.0148305123449612,1,381,618,0.8
"419",0.607287473635271,0.0164903032205493,0,391,609,0.8
"353",0.625581394915683,0.0172487289754023,0,371,629,0.8
"162",0.617923506885491,0.0207647674216992,0,385,615,0.8
"213.1",0.644364119471352,0.0151273490853635,0,367,633,0.8
"201",0.626920406757919,0.018954134204519,0,354,646,0.8
"173",0.622797823275123,0.0169510831557332,0,405,595,0.8
"3",0.648050771401527,0.0143934911859356,1,335,664,0.8
"183",0.621701183911806,0.0163872328408786,0,387,613,0.8
"315",0.610243045884939,0.0129002110239917,0,414,586,0.8
"360",0.636715966255976,0.0216769074175043,0,355,645,0.8
"347",0.648597940132602,0.0198251200785851,0,358,642,0.8
"374",0.63839775052269,0.0161206522862329,0,359,641,0.8
"112",0.636307364496082,0.0156202447333503,0,345,655,0.8
"127",0.631701305005437,0.0191453399158599,0,362,638,0.8
"340.1",0.628211142010007,0.0222989608325508,0,366,634,0.8
"221",0.611830747463773,0.0196719176532186,0,403,597,0.8
"75",0.619985877627143,0.0193307709423785,0,391,609,0.8
"310",0.630838197153031,0.0174345104659336,0,373,627,0.8
"158",0.626162065004981,0.0191703013351851,0,384,616,0.8
"344",0.626146813747519,0.0178945043881462,0,419,581,0.8
"430",0.63971723114557,0.0142131633869802,0,347,653,0.8
"436",0.651297844248525,0.0179383221625804,0,373,627,0.8
"463.1",0.624884149028512,0.016306568339012,1,383,616,0.8
"242.1",0.628139899822224,0.0152991782005678,0,385,615,0.8
"213.2",0.644364119471352,0.0151273490853635,0,381,619,0.8
"394",0.641664821460924,0.0185561795004032,0,364,636,0.8
"170",0.624563179212791,0.0182707840111497,0,345,655,0.8
"381",0.641052462148901,0.0155735071366763,0,372,628,0.8
"260",0.61695836733637,0.0177100997561082,0,381,619,0.8
"505",0.646225269421521,0.0130678436222988,1,342,657,0.8
"210",0.62188895236519,0.0159020877196454,0,400,600,0.8
"22",0.646851457463462,0.0150355789947606,1,338,661,0.8
"95.1",0.628017895686594,0.0195961416264649,0,367,633,0.8
"126",0.645086186723162,0.0191332525626161,0,356,644,0.8
