"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"273",0.477673462260318,0.00216567700009518,159,338,503,0.9
"103",0.510232764800586,0.00200428601587943,179,305,516,0.9
"154",0.501887909953686,0.00196930082564628,165,317,518,0.9
"472",0.51409522558453,0.00263975047924332,140,339,521,0.9
"113",0.499888026048956,0.00272544732958316,129,379,492,0.9
"37",0.504835470409182,0.00225811130364687,141,339,520,0.9
"166",0.515278476348601,0.00212991386946836,144,298,558,0.9
"79",0.515273116454339,0.00231945558112261,145,371,484,0.9
"148",0.510791431730732,0.0020082630072532,172,306,522,0.9
"295",0.500427685263357,0.00205465221560241,158,332,510,0.9
"397",0.504674385720349,0.00270192661386306,114,378,508,0.9
"187",0.485421505241272,0.00228607625885827,161,364,475,0.9
"382",0.49922314634712,0.00136609186972386,250,267,483,0.9
"127",0.557044952872036,0.00258302738080906,123,330,547,0.9
"207",0.508859429509818,0.00281909255829775,113,387,500,0.9
"133",0.517128856896731,0.0026981279579413,118,357,525,0.9
"315",0.504138574401775,0.00329466411457677,78,396,526,0.9
"189",0.529326245617141,0.00215149200768606,149,309,542,0.9
"301",0.501050301430974,0.00172452872056917,204,251,545,0.9
"297",0.509578000175659,0.00143344364510587,248,260,492,0.9
"262",0.510878173252107,0.00133842492707202,232,285,483,0.9
"377",0.500139979091576,0.00196608882949899,200,310,490,0.9
"181",0.494035492213201,0.00291614300354795,133,376,491,0.9
"126",0.507079702087764,0.00233705781308652,134,366,500,0.9
"373",0.497159221216866,0.00230816068842305,145,377,478,0.9
"15",0.485169773509741,0.00252943844104646,141,377,482,0.9
"278",0.520075192609706,0.00166612772434954,201,276,523,0.9
"273.1",0.477673462260318,0.00216567700009518,200,346,454,0.9
"462",0.513388097166707,0.00272247400013463,108,380,512,0.9
"296",0.470587468073774,0.0023572142890641,158,389,453,0.9
"329",0.498853248021256,0.00210170270663996,177,320,503,0.9
"240",0.509515154723142,0.00224465762252912,146,356,498,0.9
"4",0.506625799275243,0.00209949266630986,166,324,510,0.9
"184",0.492464733185318,0.00214817341944471,179,311,510,0.9
"117",0.517119591571204,0.00189511324252939,183,295,522,0.9
"85",0.506785111250446,0.00295922806437644,107,387,506,0.9
"195",0.528944572511438,0.00214927651926897,179,307,514,0.9
"239",0.502933143323507,0.00218271579550259,176,339,485,0.9
"166.1",0.515278476348601,0.00212991386946836,167,302,531,0.9
"242",0.508878607148103,0.00284516758436024,136,370,494,0.9
"193",0.50476242070473,0.00185608911939452,180,295,525,0.9
"131",0.504573055361657,0.00229907252133999,151,333,516,0.9
"411",0.50809008427184,0.00198009057111877,173,329,498,0.9
"219",0.513220238213804,0.00251761586150776,138,376,486,0.9
"375",0.52621886343454,0.00213452463232805,152,315,533,0.9
"332",0.485172816440529,0.00193056025172375,201,336,463,0.9
"306",0.512534280589898,0.00214735678693186,168,307,525,0.9
"3",0.503100314261497,0.00202270904670482,183,335,482,0.9
"476",0.515080771447221,0.00200189656148536,180,300,520,0.9
"61",0.508910751663019,0.0025950835009585,145,346,509,0.9
"419",0.517338593767553,0.00152980973984036,185,249,566,0.9
"425",0.507335917565584,0.0021014547145587,165,321,514,0.9
"178",0.525234587254391,0.00240219950889088,130,350,520,0.9
"404",0.510204020571037,0.00269034631776063,129,347,524,0.9
"397.1",0.504674385720349,0.00270192661386306,108,389,503,0.9
"135",0.494996176756421,0.00113128344503425,297,237,466,0.9
"413",0.522418670564302,0.00325112160888307,93,405,502,0.9
"306.1",0.512534280589898,0.00214735678693186,165,327,508,0.9
"94",0.515520505285411,0.00219293135325053,152,349,499,0.9
"180",0.492760042793582,0.00294870767723608,98,414,488,0.9
"127.1",0.557044952872036,0.00258302738080906,137,322,541,0.9
"298",0.481071719446513,0.00163258666276841,226,292,482,0.9
"424",0.514010987618439,0.00143181254207036,229,243,528,0.9
"368",0.507095710717935,0.0021923524090746,146,340,514,0.9
"261",0.50604334417496,0.000940014372996846,291,190,519,0.9
"126.1",0.507079702087764,0.00233705781308652,177,345,478,0.9
"421",0.509924093955467,0.00176393661275124,199,286,515,0.9
"420",0.528357446926746,0.00196086214553583,196,292,512,0.9
"430",0.515400920490678,0.00225854065383823,154,332,514,0.9
"19",0.502769807166686,0.00233170832987039,163,356,481,0.9
"348",0.496487841254509,0.00260004164461742,122,389,489,0.9
"251",0.49492238994913,0.00278576648201457,114,403,483,0.9
"421.1",0.509924093955467,0.00176393661275124,194,278,528,0.9
"394",0.486261460832781,0.00224550407312529,170,346,484,0.9
"105",0.517053210113088,0.00190779351597681,194,298,508,0.9
"449",0.50816252133629,0.00179458416675435,190,293,517,0.9
"145",0.49357431894348,0.00291617526638215,100,391,509,0.9
"71",0.498557588680406,0.00190842320334686,193,321,486,0.9
"242.1",0.508878607148103,0.00284516758436024,128,367,505,0.9
