   prop.aneu  prob.meio  prob.mito dispersal euploid mosaic aneuploid
1  0.7886328 0.40226682 0.14840097 0.6991518    0.00   0.58      0.42
2  0.7957812 0.26209055 0.16259035 0.9342193    0.00   0.56      0.44
3  0.4921094 0.46002436 0.02104804 0.4565430    0.35   0.26      0.39
4  0.7051172 0.24827646 0.10544251 0.0306361    0.14   0.45      0.41
5  0.7147656 0.53815149 0.08792825 0.1592326    0.05   0.49      0.46
6  0.8278125 0.05064168 0.19509014 0.6861488    0.00   0.59      0.41
7  0.6797266 0.39134106 0.08078394 0.1979994    0.12   0.44      0.44
8  0.6263281 0.39057640 0.05117973 0.6263762    0.08   0.46      0.46
9  0.7342578 0.26674491 0.11053707 0.8897361    0.00   0.59      0.41
10 0.5510156 0.42274548 0.03647269 0.4754636    0.16   0.42      0.42
