dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
1,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28909
1,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,25
1,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,10
1,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,9
1,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1
1,Aneuploid,Euploid,Mosaic Aneuploid,4,0,2
1,Aneuploid,Euploid,Mosaic Aneuploid,4,1,25
1,Aneuploid,Euploid,Mosaic Aneuploid,5,1,2
1,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,41
1,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,45
1,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,5
1,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,9
1,Euploid,Aneuploid,Mosaic Aneuploid,0,4,4
1,Euploid,Aneuploid,Mosaic Aneuploid,1,4,20
1,Euploid,Aneuploid,Mosaic Aneuploid,1,5,3
1,Euploid,Euploid,Euploid,0,0,4
1,Euploid,Euploid,Mosaic Aneuploid,0,0,8012
1,Euploid,Euploid,Mosaic Aneuploid,0,1,3477
1,Euploid,Euploid,Mosaic Aneuploid,1,0,3410
1,Euploid,Euploid,Mosaic Aneuploid,1,1,2945
1,Euploid,Mosaic,Mosaic Aneuploid,0,2,353
1,Euploid,Mosaic,Mosaic Aneuploid,0,3,18
1,Euploid,Mosaic,Mosaic Aneuploid,1,2,619
1,Euploid,Mosaic,Mosaic Aneuploid,1,3,88
1,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,52
1,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,11
1,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,50
1,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,11
1,Mosaic,Euploid,Mosaic Aneuploid,2,0,356
1,Mosaic,Euploid,Mosaic Aneuploid,2,1,642
1,Mosaic,Euploid,Mosaic Aneuploid,3,0,18
1,Mosaic,Euploid,Mosaic Aneuploid,3,1,104
1,Mosaic,Mosaic,Mosaic Aneuploid,2,2,342
1,Mosaic,Mosaic,Mosaic Aneuploid,2,3,134
1,Mosaic,Mosaic,Mosaic Aneuploid,3,2,133
1,Mosaic,Mosaic,Mosaic Aneuploid,3,3,111
