dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28486
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,60
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,16
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,9
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,8
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,37
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,68
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,0,4
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,4
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,91
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,86
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,9
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,24
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,43
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,57
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,1
0.5,Euploid,Euploid,Euploid,0,0,1
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7544
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2524
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2613
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1555
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1140
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,278
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,898
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,313
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,85
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,19
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,93
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,19
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1200
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,840
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,248
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,304
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,600
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,262
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,272
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,189
