dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,20077
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,692
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,790
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,806
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1082
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1435
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,388
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1326
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,411
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,456
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,549
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,462
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,555
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1517
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1338
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,398
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,440
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5487
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1129
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1116
0,Euploid,Euploid,Mosaic Aneuploid,1,1,302
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1139
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1195
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,299
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,326
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,389
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,443
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,551
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,605
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1066
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,293
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1228
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,361
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,309
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,330
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,337
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,373
