dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28825
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,46
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,14
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,17
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,8
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,34
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,62
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,8
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,68
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,84
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,13
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,19
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,28
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,5,4
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,61
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,9
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7470
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2598
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2631
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1520
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1155
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,246
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,862
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,283
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,93
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,8
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,80
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,9
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1096
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,809
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,247
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,268
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,573
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,285
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,254
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,212
