dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,20463
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,635
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,764
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,757
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1028
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1397
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,399
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1311
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,393
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,367
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,512
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,426
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,555
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1363
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1318
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,404
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,363
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5655
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1208
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1174
0,Euploid,Euploid,Mosaic Aneuploid,1,1,265
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1088
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1272
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,298
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,362
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,417
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,417
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,520
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,530
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1089
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,313
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1183
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,311
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,298
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,339
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,345
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,461
