dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19592
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,759
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,855
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,904
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1182
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1434
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,376
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1378
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,481
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,436
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,539
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,486
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,622
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1466
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1377
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,439
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,460
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5261
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1175
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1108
0,Euploid,Euploid,Mosaic Aneuploid,1,1,294
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1062
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1237
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,279
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,344
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,459
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,466
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,558
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,619
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1102
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,286
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1211
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,307
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,309
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,368
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,347
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,422
