dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,20225
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,751
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,797
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,783
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1073
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1402
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,392
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1305
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,381
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,462
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,519
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,471
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,544
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1468
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1301
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,410
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,433
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5545
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1181
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1126
0,Euploid,Euploid,Mosaic Aneuploid,1,1,266
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1091
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1215
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,273
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,345
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,412
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,447
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,545
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,540
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1083
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,282
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1226
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,306
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,283
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,350
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,348
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,419
