dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28539
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,47
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,20
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,15
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,8
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,37
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,53
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,3
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,103
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,70
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,11
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,21
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,27
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,53
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,6
0.5,Euploid,Euploid,Euploid,0,0,1
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7667
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2663
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2599
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1459
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1124
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,282
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,804
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,280
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,83
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,11
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,78
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,15
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1141
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,842
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,273
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,290
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,613
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,289
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,276
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,196
