dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19928
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,715
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,794
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,799
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1107
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1435
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,397
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1353
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,396
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,427
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,515
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,480
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,546
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1493
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1357
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,410
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,403
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5481
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1133
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1142
0,Euploid,Euploid,Mosaic Aneuploid,1,1,291
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1134
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1231
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,290
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,325
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,410
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,482
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,534
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,571
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1133
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,264
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1249
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,334
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,304
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,345
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,344
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,448
