dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28688
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,52
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,14
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,10
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,10
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,34
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,53
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,0,4
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,12
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,95
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,80
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,15
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,15
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,37
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,5,3
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,57
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,7
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7567
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2545
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2631
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1478
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1159
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,282
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,832
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,287
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,98
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,5
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,77
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,28
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1132
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,813
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,236
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,260
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,622
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,300
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,276
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,186
