dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
1,Aneuploid,Aneuploid,Fully Aneuploid,5,5,29178
1,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,29
1,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,3
1,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,8
1,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,3
1,Aneuploid,Euploid,Mosaic Aneuploid,4,0,2
1,Aneuploid,Euploid,Mosaic Aneuploid,4,1,21
1,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1
1,Aneuploid,Euploid,Mosaic Aneuploid,5,1,7
1,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,33
1,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,54
1,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,10
1,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,7
1,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1
1,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1
1,Euploid,Aneuploid,Mosaic Aneuploid,1,4,21
1,Euploid,Aneuploid,Mosaic Aneuploid,1,5,1
1,Euploid,Euploid,Euploid,0,0,15
1,Euploid,Euploid,Mosaic Aneuploid,0,0,7840
1,Euploid,Euploid,Mosaic Aneuploid,0,1,3420
1,Euploid,Euploid,Mosaic Aneuploid,1,0,3359
1,Euploid,Euploid,Mosaic Aneuploid,1,1,3002
1,Euploid,Mosaic,Mosaic Aneuploid,0,2,315
1,Euploid,Mosaic,Mosaic Aneuploid,0,3,20
1,Euploid,Mosaic,Mosaic Aneuploid,1,2,661
1,Euploid,Mosaic,Mosaic Aneuploid,1,3,90
1,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,51
1,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,6
1,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,42
1,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,12
1,Mosaic,Euploid,Mosaic Aneuploid,2,0,316
1,Mosaic,Euploid,Mosaic Aneuploid,2,1,651
1,Mosaic,Euploid,Mosaic Aneuploid,3,0,14
1,Mosaic,Euploid,Mosaic Aneuploid,3,1,94
1,Mosaic,Mosaic,Mosaic Aneuploid,2,2,343
1,Mosaic,Mosaic,Mosaic Aneuploid,2,3,125
1,Mosaic,Mosaic,Mosaic Aneuploid,3,2,134
1,Mosaic,Mosaic,Mosaic Aneuploid,3,3,110
