dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,20037
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,727
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,874
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,776
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1118
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1513
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,432
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1286
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,455
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,449
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,541
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,464
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,603
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1462
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1377
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,428
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,411
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5320
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1036
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1162
0,Euploid,Euploid,Mosaic Aneuploid,1,1,286
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1069
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1216
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,265
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,343
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,447
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,458
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,556
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,587
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1147
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,295
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1180
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,290
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,290
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,318
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,340
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,442
