dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19903
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,749
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,840
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,777
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1119
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1563
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,423
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1285
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,403
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,429
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,531
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,445
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,541
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1458
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1326
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,401
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,421
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5492
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1121
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1109
0,Euploid,Euploid,Mosaic Aneuploid,1,1,309
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1097
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1218
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,267
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,343
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,470
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,444
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,509
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,605
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1084
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,276
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1217
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,382
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,296
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,366
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,352
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,429
