dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19852
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,727
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,854
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,872
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1126
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1433
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,391
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1269
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,432
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,469
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,528
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,506
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,617
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1490
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1362
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,384
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,401
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5389
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1135
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1081
0,Euploid,Euploid,Mosaic Aneuploid,1,1,318
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1133
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1227
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,310
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,336
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,484
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,475
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,563
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,588
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1083
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,280
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1163
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,311
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,317
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,325
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,343
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,426
