dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19579
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,761
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,818
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,831
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1164
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1455
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,441
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1355
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,435
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,455
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,521
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,477
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,611
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1414
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1376
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,429
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,410
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5445
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1179
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1160
0,Euploid,Euploid,Mosaic Aneuploid,1,1,312
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1164
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1219
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,299
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,324
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,467
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,447
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,552
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,591
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1072
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,272
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1232
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,335
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,340
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,328
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,347
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,383
