dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28724
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,51
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,13
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,10
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,4
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,28
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,50
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,8
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,93
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,85
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,18
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,15
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,35
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,48
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,8
0.5,Euploid,Euploid,Euploid,0,0,1
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7381
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2615
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2533
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1511
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1133
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,267
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,838
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,302
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,88
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,10
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,72
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,17
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1151
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,895
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,287
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,294
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,627
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,264
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,298
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,224
