dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19645
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,790
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,886
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,860
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1212
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1477
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,429
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1379
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,445
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,445
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,529
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,470
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,625
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1471
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1283
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,452
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,460
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5457
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1077
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1127
0,Euploid,Euploid,Mosaic Aneuploid,1,1,291
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,994
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1212
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,275
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,343
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,447
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,459
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,507
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,599
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1179
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,302
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1117
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,371
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,308
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,325
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,355
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,397
