dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19879
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,749
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,868
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,848
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1179
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1347
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,391
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1339
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,400
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,460
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,580
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,469
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,579
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1438
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1325
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,412
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,374
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5584
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1123
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1136
0,Euploid,Euploid,Mosaic Aneuploid,1,1,261
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1110
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1218
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,278
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,328
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,437
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,461
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,536
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,549
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1086
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,293
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1231
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,325
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,301
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,339
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,325
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,442
