dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,20308
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,670
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,775
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,793
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1080
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1437
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,375
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1313
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,421
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,501
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,530
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,441
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,572
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1472
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1256
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,415
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,404
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5409
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1163
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1169
0,Euploid,Euploid,Mosaic Aneuploid,1,1,289
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1131
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1193
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,263
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,315
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,389
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,426
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,542
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,546
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1196
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,292
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1232
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,306
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,296
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,349
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,324
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,407
