dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28637
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,44
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,7
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,17
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,3
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,33
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,48
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,0,2
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,8
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,74
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,89
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,15
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,13
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,33
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,5,2
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,54
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,7
0.5,Euploid,Euploid,Euploid,0,0,2
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7505
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2622
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2652
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1514
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1177
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,279
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,841
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,298
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,96
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,11
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,96
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,23
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1106
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,835
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,271
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,279
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,578
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,295
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,266
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,168
