dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0.5,Aneuploid,Aneuploid,Fully Aneuploid,5,5,28719
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,44
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,14
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,13
0.5,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,6
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,0,49
0.5,Aneuploid,Euploid,Mosaic Aneuploid,4,1,61
0.5,Aneuploid,Euploid,Mosaic Aneuploid,5,1,2
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,78
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,92
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,13
0.5,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,18
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,4,33
0.5,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,4,64
0.5,Euploid,Aneuploid,Mosaic Aneuploid,1,5,4
0.5,Euploid,Euploid,Euploid,0,0,1
0.5,Euploid,Euploid,Mosaic Aneuploid,0,0,7509
0.5,Euploid,Euploid,Mosaic Aneuploid,0,1,2565
0.5,Euploid,Euploid,Mosaic Aneuploid,1,0,2554
0.5,Euploid,Euploid,Mosaic Aneuploid,1,1,1527
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,2,1135
0.5,Euploid,Mosaic,Mosaic Aneuploid,0,3,280
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,2,836
0.5,Euploid,Mosaic,Mosaic Aneuploid,1,3,302
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,90
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,11
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,89
0.5,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,9
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,0,1078
0.5,Mosaic,Euploid,Mosaic Aneuploid,2,1,902
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,0,274
0.5,Mosaic,Euploid,Mosaic Aneuploid,3,1,283
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,2,582
0.5,Mosaic,Mosaic,Mosaic Aneuploid,2,3,299
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,2,282
0.5,Mosaic,Mosaic,Mosaic Aneuploid,3,3,181
