dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,20156
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,737
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,786
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,805
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1103
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1408
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,397
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1279
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,455
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,442
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,505
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,443
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,542
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1475
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1254
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,373
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,380
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5559
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1162
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1145
0,Euploid,Euploid,Mosaic Aneuploid,1,1,262
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1098
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1217
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,287
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,331
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,438
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,445
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,521
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,541
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1089
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,335
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1239
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,337
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,315
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,343
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,363
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,433
