dispersal,first_biopsy_type,second_biopsy_type,embryo_type,first_biopsy_cell,second_biopsy_cell,count
0,Aneuploid,Aneuploid,Fully Aneuploid,5,5,19858
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,4,731
0,Aneuploid,Aneuploid,Mosaic Aneuploid,4,5,797
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,4,834
0,Aneuploid,Aneuploid,Mosaic Aneuploid,5,5,1090
0,Aneuploid,Euploid,Mosaic Aneuploid,4,0,1413
0,Aneuploid,Euploid,Mosaic Aneuploid,4,1,369
0,Aneuploid,Euploid,Mosaic Aneuploid,5,0,1346
0,Aneuploid,Euploid,Mosaic Aneuploid,5,1,406
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,2,422
0,Aneuploid,Mosaic,Mosaic Aneuploid,4,3,503
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,2,508
0,Aneuploid,Mosaic,Mosaic Aneuploid,5,3,605
0,Euploid,Aneuploid,Mosaic Aneuploid,0,4,1492
0,Euploid,Aneuploid,Mosaic Aneuploid,0,5,1325
0,Euploid,Aneuploid,Mosaic Aneuploid,1,4,424
0,Euploid,Aneuploid,Mosaic Aneuploid,1,5,383
0,Euploid,Euploid,Mosaic Aneuploid,0,0,5508
0,Euploid,Euploid,Mosaic Aneuploid,0,1,1127
0,Euploid,Euploid,Mosaic Aneuploid,1,0,1111
0,Euploid,Euploid,Mosaic Aneuploid,1,1,309
0,Euploid,Mosaic,Mosaic Aneuploid,0,2,1103
0,Euploid,Mosaic,Mosaic Aneuploid,0,3,1277
0,Euploid,Mosaic,Mosaic Aneuploid,1,2,291
0,Euploid,Mosaic,Mosaic Aneuploid,1,3,317
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,4,463
0,Mosaic,Aneuploid,Mosaic Aneuploid,2,5,439
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,4,531
0,Mosaic,Aneuploid,Mosaic Aneuploid,3,5,540
0,Mosaic,Euploid,Mosaic Aneuploid,2,0,1101
0,Mosaic,Euploid,Mosaic Aneuploid,2,1,268
0,Mosaic,Euploid,Mosaic Aneuploid,3,0,1278
0,Mosaic,Euploid,Mosaic Aneuploid,3,1,347
0,Mosaic,Mosaic,Mosaic Aneuploid,2,2,329
0,Mosaic,Mosaic,Mosaic Aneuploid,2,3,379
0,Mosaic,Mosaic,Mosaic Aneuploid,3,2,362
0,Mosaic,Mosaic,Mosaic Aneuploid,3,3,414
