      prop.aneu    prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    0.93667969 0.8251343004 0.145385956 0.627680071    0.00   0.16      0.84
2    1.00000000 0.9968161187 0.621142727 0.172119716    0.00   0.00      1.00
3    0.64691406 0.4857641696 0.054674525 0.966558986    0.05   0.50      0.45
4    1.00000000 0.8354983444 0.990180583 0.257651374    0.00   0.00      1.00
5    1.00000000 0.8094723143 0.703126999 0.564499642    0.00   0.00      1.00
6    0.99847656 0.5605741600 0.489238195 0.569672188    0.00   0.00      1.00
7    0.86027344 0.3373787054 0.173683226 0.910618645    0.00   0.43      0.57
8    0.83382813 0.3090717783 0.172914008 0.011727169    0.01   0.39      0.60
9    1.00000000 0.3490102461 0.912746475 0.753691423    0.00   0.00      1.00
10   1.00000000 0.7891490920 0.994370247 0.653519766    0.00   0.00      1.00
11   1.00000000 0.9961516205 0.575937414 0.734996553    0.00   0.00      1.00
12   0.99765625 0.5231352015 0.493321189 0.553747142    0.00   0.02      0.98
13   0.99406250 0.7329350114 0.334788936 0.495652834    0.00   0.04      0.96
14   0.76152344 0.1338530967 0.153024431 0.571759748    0.00   0.64      0.36
15   0.99839844 0.6228452665 0.496320146 0.112354421    0.00   0.00      1.00
16   0.98929687 0.9007253852 0.235165915 0.263943582    0.00   0.04      0.96
17   0.99996094 0.6649757579 0.679088623 0.453775202    0.00   0.00      1.00
18   0.92878906 0.6646183215 0.190487969 0.698733016    0.00   0.25      0.75
19   0.97429687 0.7941106497 0.251616161 0.924758893    0.00   0.08      0.92
20   1.00000000 0.1959236325 0.917616987 0.946829756    0.00   0.00      1.00
21   0.99367187 0.5342928709 0.428392289 0.088654599    0.00   0.02      0.98
22   0.93382813 0.7387210883 0.125857993 0.862967141    0.00   0.17      0.83
23   0.75289063 0.0257599207 0.159982087 0.256506696    0.00   0.59      0.41
24   0.98871094 0.6933756669 0.359070637 0.509822832    0.00   0.04      0.96
25   0.95742187 0.0637898503 0.333564215 0.758255375    0.00   0.21      0.79
