     prop.aneu    prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    0.9889453 0.3747886345 0.3923295334 0.989973106    0.00   0.05      0.95
2    1.0000000 0.9985096781 0.4027730080 0.516586611    0.00   0.00      1.00
3    1.0000000 0.4480642758 0.9274328260 0.043910874    0.00   0.00      1.00
4    1.0000000 0.6988302518 0.8283611620 0.153007675    0.00   0.00      1.00
5    1.0000000 0.8183983997 0.7735026290 0.115807718    0.00   0.00      1.00
6    1.0000000 0.1338434501 0.7810244728 0.350717891    0.00   0.00      1.00
7    0.9882031 0.0770385992 0.4394200624 0.882073320    0.00   0.08      0.92
8    0.9175391 0.3925272888 0.2182439205 0.895243452    0.00   0.25      0.75
9    0.5874609 0.4106814838 0.0455604924 0.215529903    0.17   0.40      0.43
10   0.9903906 0.4240741346 0.3891731910 0.200487462    0.00   0.02      0.98
11   0.4731641 0.3584199764 0.0234588841 0.596742539    0.28   0.35      0.37
12   0.9991797 0.6573631451 0.5320419471 0.734623884    0.00   0.02      0.98
13   0.9998047 0.2872829176 0.6799911978 0.163572294    0.00   0.00      1.00
14   0.9999219 0.1680124300 0.6522950991 0.882338751    0.00   0.00      1.00
15   1.0000000 0.1579384317 0.8627611557 0.833974048    0.00   0.00      1.00
16   0.9563672 0.8865234018 0.0903055158 0.418061795    0.00   0.08      0.92
17   0.9850391 0.4700648906 0.3444123801 0.950951243    0.00   0.10      0.90
18   0.9636328 0.6474101420 0.2719827560 0.776465124    0.00   0.09      0.91
19   0.9988672 0.8817094110 0.3940151855 0.261039995    0.00   0.01      0.99
20   0.9573047 0.2774755023 0.2926199064 0.801794743    0.00   0.21      0.79
21   0.9983594 0.1533222727 0.5299747111 0.977319458    0.00   0.01      0.99
22   0.5911719 0.1196238624 0.0997010872 0.062828061    0.15   0.69      0.16
23   0.9788672 0.2853648651 0.3475956891 0.706877925    0.00   0.09      0.91
24   0.9940234 0.2214213726 0.4587739301 0.016491203    0.00   0.03      0.97
25   0.9947656 0.8036098855 0.3785605547 0.255448771    0.00   0.01      0.99
26   0.4889844 0.1416278523 0.0630409226 0.231932299    0.16   0.67      0.17
27   0.9733203 0.0552465541 0.3625362283 0.912753720    0.00   0.16      0.84
28   0.9869141 0.6042961865 0.3614086623 0.098397386    0.00   0.02      0.98
29   1.0000000 0.9966000314 0.0398466652 0.284020723    0.00   0.00      1.00
30   1.0000000 0.1088530959 0.9127588132 0.758655365    0.00   0.00      1.00
31   0.9326562 0.5339673061 0.2153321863 0.366109388    0.00   0.27      0.73
32   0.9994922 0.2643652526 0.6128923013 0.213573126    0.00   0.00      1.00
33   0.9982031 0.4102144835 0.5135269535 0.663273623    0.00   0.00      1.00
34   0.7676563 0.0173608181 0.1657307446 0.865687536    0.00   0.73      0.27
35   1.0000000 0.1416942701 0.8155777873 0.670415236    0.00   0.00      1.00
36   0.9873047 0.4850493302 0.4025994365 0.326328089    0.00   0.07      0.93
37   0.9994141 0.8504069992 0.5523623833 0.638665554    0.00   0.01      0.99
38   0.9973828 0.6380121040 0.4428795637 0.148786651    0.00   0.01      0.99
39   1.0000000 0.7711180195 0.9976988635 0.563234890    0.00   0.00      1.00
40   0.9699609 0.4938045980 0.3067335642 0.806684936    0.00   0.13      0.87
41   1.0000000 0.9195623926 0.6975634519 0.276488278    0.00   0.00      1.00
42   0.9998438 0.9022853514 0.6288971442 0.468616875    0.00   0.00      1.00
43   1.0000000 0.7030693446 0.8698653569 0.876965693    0.00   0.00      1.00
44   0.9985547 0.6418208322 0.4611484415 0.609473094    0.00   0.00      1.00
45   0.9974219 0.9909688297 0.2825833864 0.548756074    0.00   0.01      0.99
46   1.0000000 0.9643694528 0.9993339994 0.259194858    0.00   0.00      1.00
47   1.0000000 0.5519271425 0.9791171483 0.824534040    0.00   0.00      1.00
48   0.9999219 0.5150514313 0.7587819051 0.232787614    0.00   0.00      1.00
49   0.9999609 0.4933190772 0.7060667819 0.034520700    0.00   0.00      1.00
50   0.9473438 0.4065684772 0.2512903388 0.015391363    0.00   0.15      0.85
51   1.0000000 0.6457285860 0.9593613327 0.528708867    0.00   0.00      1.00
52   0.9991406 0.5616535714 0.5584143775 0.490990296    0.00   0.01      0.99
53   0.9545313 0.6948648004 0.2186987498 0.803747115    0.00   0.17      0.83
54   0.9650000 0.3511140246 0.3142669215 0.700413074    0.00   0.18      0.82
55   1.0000000 0.9799323950 0.5387736475 0.369861247    0.00   0.00      1.00
56   0.9560547 0.1401033644 0.3256025237 0.400405962    0.00   0.17      0.83
57   0.9951172 0.3737319189 0.4392057646 0.208381207    0.00   0.04      0.96
58   0.9600000 0.5679372468 0.2277832648 0.739311812    0.00   0.16      0.84
59   1.0000000 0.0689484729 0.9373824389 0.588951998    0.00   0.00      1.00
60   0.9823437 0.4314691375 0.3621136907 0.667405061    0.00   0.16      0.84
61   0.8628906 0.4342443577 0.1582732650 0.415200619    0.00   0.37      0.63
62   0.9990625 0.5404948120 0.5540551008 0.930082046    0.00   0.02      0.98
63   1.0000000 0.1234734601 0.6956748280 0.476981177    0.00   0.00      1.00
64   0.9481641 0.0065675830 0.3058295201 0.149528116    0.00   0.20      0.80
65   0.9988672 0.8284582833 0.4509597225 0.121750450    0.00   0.01      0.99
66   0.8479688 0.6750634622 0.0950121330 0.404873297    0.01   0.30      0.69
67   0.9991797 0.9552509887 0.4021840706 0.554025549    0.00   0.01      0.99
68   0.9226953 0.8188355609 0.1082413779 0.565257975    0.02   0.12      0.86
69   0.9989844 0.6109590507 0.5271167697 0.125391371    0.00   0.00      1.00
70   0.9999609 0.2990045806 0.7648715905 0.907903636    0.00   0.00      1.00
71   1.0000000 0.3285823278 0.9051213516 0.352845832    0.00   0.00      1.00
72   1.0000000 0.0810600568 0.7326078413 0.603496112    0.00   0.00      1.00
73   0.9404687 0.8550128087 0.1108064502 0.078165421    0.02   0.12      0.86
74   1.0000000 0.8336522446 0.6696158850 0.916947095    0.00   0.00      1.00
75   0.9977344 0.4875821059 0.4860455215 0.321930955    0.00   0.02      0.98
76   1.0000000 0.4964293935 0.8786566816 0.219714864    0.00   0.00      1.00
77   0.7681250 0.1586238833 0.1529051636 0.682415158    0.00   0.62      0.38
78   1.0000000 0.4717914890 0.9131874584 0.107229569    0.00   0.00      1.00
79   0.7435547 0.1151528105 0.1531315758 0.494809132    0.00   0.68      0.32
80   0.9989844 0.7586190975 0.4629346482 0.869864262    0.00   0.02      0.98
81   0.5093750 0.1694989991 0.0722001095 0.593103471    0.05   0.79      0.16
82   0.9122266 0.1157768946 0.2490197865 0.048414256    0.00   0.31      0.69
83   0.7207813 0.2962119472 0.1123388682 0.826023433    0.00   0.62      0.38
84   0.9665234 0.1948007310 0.3211789373 0.891137596    0.00   0.12      0.88
