     prop.aneu   prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    0.9898438 0.777598955 0.2771962320 0.586462248    0.00   0.05      0.95
2    0.9944531 0.173094281 0.4780382842 0.199998786    0.00   0.04      0.96
3    0.9994531 0.240006494 0.5745389038 0.550378120    0.00   0.02      0.98
4    0.9969141 0.238775357 0.5225756452 0.336658352    0.00   0.02      0.98
5    1.0000000 0.547628912 0.6432683019 0.665766292    0.00   0.00      1.00
6    1.0000000 0.202050169 0.7421170787 0.487501559    0.00   0.00      1.00
7    1.0000000 0.972605116 0.4137561421 0.236469605    0.00   0.00      1.00
8    0.9993359 0.923871659 0.4290475128 0.715748293    0.00   0.00      1.00
9    0.9988672 0.721380226 0.5202246578 0.461747091    0.00   0.00      1.00
10   0.9978125 0.729524113 0.4468244438 0.861292371    0.00   0.00      1.00
11   0.8990234 0.851931523 0.0770212868 0.746570444    0.01   0.17      0.82
12   0.9646875 0.671509549 0.2625922621 0.380665565    0.00   0.14      0.86
13   0.9978906 0.899815107 0.4416356108 0.226010458    0.00   0.02      0.98
14   1.0000000 0.980224230 0.9702830440 0.013099694    0.00   0.00      1.00
15   0.9485547 0.912118926 0.0833666930 0.613296243    0.01   0.09      0.90
16   0.9977734 0.549264427 0.4721734915 0.975614433    0.00   0.03      0.97
17   0.9882812 0.750837321 0.3554454474 0.720681845    0.00   0.04      0.96
18   0.9992578 0.520188648 0.5104993817 0.462309826    0.00   0.01      0.99
19   0.9905078 0.887142181 0.2929724557 0.425481667    0.00   0.05      0.95
20   1.0000000 0.546803481 0.6718695424 0.224567246    0.00   0.00      1.00
21   0.9996094 0.962426686 0.5063232298 0.811088541    0.00   0.00      1.00
22   0.9109766 0.140729968 0.2359555515 0.825982597    0.00   0.33      0.67
23   1.0000000 0.235208571 0.9329773218 0.385545049    0.00   0.00      1.00
24   0.9987500 0.259476721 0.5507485718 0.525293190    0.00   0.00      1.00
25   0.9976172 0.825937046 0.3765070732 0.204014437    0.00   0.00      1.00
26   0.9742969 0.859791785 0.2010427555 0.483190528    0.00   0.10      0.90
27   1.0000000 0.564759129 0.8620262167 0.711528401    0.00   0.00      1.00
28   0.9999609 0.494722755 0.6365386979 0.476940166    0.00   0.00      1.00
29   0.8013281 0.738993033 0.0478843299 0.246133717    0.09   0.20      0.71
30   1.0000000 0.191499116 0.9458722798 0.954314705    0.00   0.00      1.00
31   0.9596094 0.325301209 0.3081001865 0.961845554    0.00   0.18      0.82
32   1.0000000 0.986965646 0.3682349354 0.199279645    0.00   0.00      1.00
33   0.9498047 0.357481907 0.2677594880 0.397989627    0.00   0.19      0.81
34   0.7151953 0.200377233 0.1258771678 0.686989714    0.00   0.72      0.28
35   0.9999219 0.369516679 0.7186973039 0.579601847    0.00   0.00      1.00
36   1.0000000 0.324789442 0.7347046770 0.022249148    0.00   0.00      1.00
37   1.0000000 0.176835009 0.9305680648 0.653369911    0.00   0.00      1.00
38   1.0000000 0.829913940 0.9012591965 0.190589051    0.00   0.00      1.00
39   0.9383594 0.850770170 0.1267903526 0.393609964    0.00   0.13      0.87
40   0.8638281 0.662252642 0.1208687271 0.622619641    0.00   0.28      0.72
41   0.5226172 0.190302558 0.0578157059 0.248804969    0.14   0.58      0.28
42   1.0000000 0.984036019 0.9837000007 0.707096305    0.00   0.00      1.00
43   1.0000000 0.839923921 0.9930640517 0.317854145    0.00   0.00      1.00
44   0.6859375 0.104299114 0.1226624069 0.339487395    0.02   0.73      0.25
45   0.4465234 0.177643667 0.0541354830 0.436890438    0.16   0.69      0.15
46   1.0000000 0.344919791 0.8089243560 0.180562567    0.00   0.00      1.00
47   1.0000000 0.718045815 0.6165135782 0.417449017    0.00   0.00      1.00
48   0.9727734 0.903886502 0.1996906523 0.376527444    0.00   0.07      0.93
49   0.9908984 0.758042729 0.3300664213 0.338521610    0.00   0.05      0.95
50   1.0000000 0.899399569 0.9514960512 0.777780312    0.00   0.00      1.00
51   1.0000000 0.514084270 0.9673500566 0.068808412    0.00   0.00      1.00
52   0.9950000 0.886301651 0.3275794946 0.436685689    0.00   0.03      0.97
53   0.9998438 0.004328504 0.6552896318 0.036094297    0.00   0.00      1.00
54   0.9826563 0.389422256 0.3497419239 0.916172249    0.00   0.04      0.96
55   1.0000000 0.405538330 0.7253301537 0.729416054    0.00   0.00      1.00
56   0.8968750 0.200863773 0.2202814580 0.040725671    0.00   0.29      0.71
57   0.9482812 0.574224332 0.1955993189 0.847381320    0.00   0.17      0.83
58   0.6295312 0.525182404 0.0419294718 0.485152504    0.09   0.45      0.46
59   0.9987500 0.257357299 0.5549921577 0.633519086    0.00   0.01      0.99
60   0.9999219 0.047634326 0.6585752408 0.361127983    0.00   0.00      1.00
61   0.9017188 0.079491328 0.2358521554 0.948134222    0.00   0.34      0.66
62   1.0000000 0.902143305 0.8798492851 0.186471701    0.00   0.00      1.00
63   0.9930078 0.119150182 0.4441841934 0.022953786    0.00   0.04      0.96
64   0.9936328 0.250597795 0.4514228245 0.421076372    0.00   0.02      0.98
65   1.0000000 0.843569533 0.9512903565 0.094935107    0.00   0.00      1.00
66   0.9878125 0.063698562 0.4246455275 0.997563263    0.00   0.02      0.98
67   1.0000000 0.370378189 0.8099415663 0.120021647    0.00   0.00      1.00
