   prop.aneu prob.meio  prob.mito  dispersal euploid mosaic aneuploid
1  0.4782812 0.4437821 0.01120583 0.50484105    0.38   0.20      0.42
2  0.5026172 0.4621444 0.02556703 0.07026439    0.39   0.19      0.42
3  0.4962109 0.3770903 0.01917870 0.47536590    0.40   0.18      0.42
4  0.4979688 0.4247130 0.01553448 0.68821838    0.39   0.18      0.43
5  0.4753906 0.4748799 0.01303784 0.66738713    0.38   0.19      0.43
6  0.5160547 0.3894896 0.02576646 0.00967801    0.39   0.18      0.43
7  0.4783594 0.4678737 0.01125213 0.10094097    0.39   0.19      0.42
8  0.5180859 0.3645923 0.02323591 0.13450107    0.38   0.20      0.42
9  0.5021875 0.4288188 0.02168894 0.30266356    0.38   0.20      0.42
10 0.4929688 0.4332738 0.01700481 0.55889959    0.39   0.19      0.42
