"","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","weights"
"1",0.0636677970329844,0.00542792175652573,1,0.153,0.835,0.012,0.0101166490983085
"2",0.121524391840212,0.0085412411170546,1,0.132,0.84,0.028,0.0101166490983085
"3",0.465831702082064,0.00206006146183124,1,0.114,0.807,0.079,0.0101166490983085
"4",0.399930225385627,0.00456546589014117,1,0.111,0.814,0.075,0.0101166490983085
"5",0.241047653624884,0.00544818523632162,1,0.116,0.832,0.052,0.0101166490983085
"6",0.220361313661264,0.0067621673142414,1,0.118,0.844,0.038,0.0101166490983085
"7",0.354903493800428,0.0104950262014824,1,0.108,0.819,0.073,0.0101166490983085
"8",0.441411537982979,0.0084643896254224,1,0.092,0.808,0.1,0.0101166490983085
"9",0.663974354943848,0.000818612702603527,1,0.058,0.817,0.125,0.0101166490983085
"10",0.713773451127345,0.00413889881107025,1,0.052,0.804,0.144,0.0101166490983085
"11",0.345664260541089,0.019318539359374,1,0.067,0.868,0.065,0.0101166490983085
"12",0.115727540339563,0.0229412382116398,1,0.062,0.911,0.027,0.0101166490983085
"13",0.313406603198306,0.0239155346216113,1,0.049,0.901,0.05,0.0101166490983085
"14",0.778773124465952,0.0142100953450426,1,0.02,0.801,0.179,0.0101166490983085
"15",0.881543098188552,0.00591748301471362,1,0.023,0.828,0.149,0.0101166490983085
"16",0.856488069775888,0.0102479089292394,1,0.02,0.829,0.151,0.0101166490983085
"17",0.0140368948352312,0.0312474922607446,1,0.047,0.949,0.004,0.0101166490983085
"18",0.290632812825497,0.032534052968258,1,0.032,0.903,0.065,0.0101166490983085
"19",0.230633741055699,0.456636750660947,1,0,0.759,0.241,0.0101166490983085
"20",0.674691985336723,0.95783371363551,1,0,0.76,0.24,0.0101166490983085
"21",0.927531294415316,0.00453657253314188,1,0.008,0.807,0.185,0.0101166490983085
"22",0.71464722613693,0.538590331780775,1,0,0.761,0.239,0.0101166490983085
"23",0.567167261896454,0.678178824587826,1,0,0.761,0.239,0.0101166490983085
"24",0.132331540230972,0.546393050866726,1,0,0.762,0.238,0.0101166490983085
"25",0.685465652425727,0.0404818994747722,1,0.013,0.834,0.153,0.0101166490983085
"26",0.80029279617041,0.630480136924246,1,0,0.763,0.237,0.0101166490983085
"27",0.602668717058,0.584595307654624,1,0,0.763,0.237,0.0101166490983085
"28",0.270349596141014,0.748490322143174,1,0,0.765,0.235,0.0101166490983085
"29",0.493089249095559,0.713766373582218,1,0,0.767,0.233,0.0101166490983085
"30",0.347326445211586,0.726169888216104,1,0,0.767,0.233,0.0101166490983085
"31",0.995508407190258,0.660319756438043,1,0,0.767,0.233,0.0101166490983085
"32",0.84057817199481,0.564631830484079,1,0,0.767,0.233,0.0101166490983085
"33",0.255425814508444,0.518770257547876,1,0,0.767,0.233,0.0101166490983085
"34",0.947955733507406,0.168345195187721,1,0,0.768,0.232,0.0101166490983085
"35",0.875364996022553,0.964540904456041,1,0,0.769,0.231,0.0101166490983085
"36",0.829613348622213,0.485280433648585,1,0,0.77,0.23,0.0101166490983085
"37",0.0748474709967632,0.729303804877348,1,0,0.77,0.23,0.0101166490983085
"38",0.791016809539161,0.802055924641109,1,0,0.77,0.23,0.0101166490983085
"39",0.365080745811987,0.903776070423112,1,0,0.772,0.228,0.0101166490983085
"40",0.438582462271086,0.822594097661126,1,0,0.772,0.228,0.0101166490983085
"41",0.437370151012972,0.949370713524177,1,0,0.773,0.227,0.0101166490983085
"42",0.994901198384691,0.498409078450279,1,0,0.773,0.227,0.0101166490983085
"43",0.588720330724943,0.631427540231853,1,0,0.773,0.227,0.0101166490983085
"44",0.985329646264393,0.826881202325738,1,0,0.773,0.227,0.0101166490983085
"45",0.86275188026017,0.587043733752024,1,0,0.773,0.227,0.0101166490983085
"46",0.976685033418976,0.842971235948855,1,0,0.773,0.227,0.0101166490983085
"47",0.661542089389196,0.980166986501199,1,0,0.773,0.227,0.0101166490983085
"48",0.116566477397426,0.672429629002643,1,0,0.774,0.226,0.0101166490983085
"49",0.441185238579244,0.503084443469554,1,0,0.774,0.226,0.0101166490983085
"50",0.652239446584405,0.723846283062322,1,0,0.774,0.226,0.0101166490983085
"51",0.446362843903602,0.619444109140489,1,0,0.774,0.226,0.0101166490983085
"52",0.290068068866248,0.702076948368067,1,0,0.774,0.226,0.0101166490983085
"53",0.794652945949244,0.0232666417373995,1,0.009,0.824,0.167,0.0101166490983085
"54",0.300796840258408,0.650206662772689,1,0,0.775,0.225,0.0101166490983085
"55",0.819442334522516,0.803916953466967,1,0,0.775,0.225,0.0101166490983085
"56",0.212542589484084,0.586576832580875,1,0,0.775,0.225,0.0101166490983085
"57",0.858436670031643,0.987071223893259,1,0,0.775,0.225,0.0101166490983085
"58",0.354808963623784,0.934088112684822,1,0,0.776,0.224,0.0101166490983085
"59",0.319282555963882,0.035222396495627,1,0.028,0.911,0.061,0.0101166490983085
"60",0.355098480500746,0.597400890467688,1,0,0.777,0.223,0.0101166490983085
"61",0.38992007917076,0.946253202284855,1,0,0.777,0.223,0.0101166490983085
"62",0.492790825326323,0.943658072711118,1,0,0.777,0.223,0.0101166490983085
"63",0.47707613672014,0.55008465071412,1,0,0.777,0.223,0.0101166490983085
"64",0.112336823963183,0.600449309764468,1,0,0.777,0.223,0.0101166490983085
"65",0.575144741973048,0.960528095600399,1,0,0.777,0.223,0.0127365932876257
"66",0.859960073994007,0.851856008747127,1,0,0.778,0.222,0.0080539932007232
"67",0.0249658664721538,0.575782200723129,1,0,0.778,0.222,0.00973271297672293
