"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"350",0.456029893609898,0.0153312330222239,0,547,453,0.4
"62",0.450690207534587,0.0173027747499294,1,552,447,0.4
"235",0.45591599720706,0.0182886380381901,0,550,450,0.4
"190",0.47077238581217,0.0147937510790562,1,516,483,0.4
"257",0.472372801499484,0.0186255535079923,0,535,465,0.4
"33",0.463479062139702,0.0173491881471617,0,538,462,0.4
"476",0.445705421968899,0.0172819385407434,0,556,444,0.4
"282",0.451033341029751,0.0177684398730268,0,544,456,0.4
"445",0.444189682955709,0.0162741289248623,0,570,430,0.4
"199",0.448622471356699,0.0172925153191617,0,534,466,0.4
"370",0.436772428078217,0.0201290893061037,0,581,419,0.4
"10",0.447844627757084,0.0202041884203947,0,573,427,0.4
"420",0.427937409989383,0.0196743340132279,0,593,407,0.4
"398",0.464387476461986,0.0170539339636133,0,528,472,0.4
"339",0.454688140908862,0.0170106979898163,0,554,446,0.4
"387",0.437670445431306,0.0133894046802117,0,556,444,0.4
"121",0.46845916297464,0.0155563042040193,0,512,488,0.4
"9",0.430341582102567,0.0177082162373678,0,587,413,0.4
"151",0.4523522960163,0.0135401571322165,1,552,447,0.4
"266",0.452734930586685,0.0170699389175585,0,545,455,0.4
"69",0.443387757763799,0.0148415031563351,0,548,452,0.4
"6",0.486838114445616,0.0137337136579094,0,544,456,0.4
"439",0.473618844189268,0.0172124961484882,0,532,468,0.4
"186",0.459403442557041,0.0137002642621094,0,530,470,0.4
"24",0.444314785445518,0.0162142900961647,0,534,466,0.4
"56",0.440632988850911,0.0172325689700209,1,557,442,0.4
"59",0.452468212334066,0.0184104013798628,0,539,461,0.4
"444",0.431880709455841,0.0147554455676578,1,537,462,0.4
"42",0.454954978696237,0.0146104371254992,0,525,475,0.4
"164",0.458380108869882,0.0158442036822263,0,527,473,0.4
"355",0.437533010807847,0.0189328989115606,0,573,427,0.4
"178",0.459169957221907,0.0166137315280057,0,538,462,0.4
"316",0.446029195321083,0.0178994461135082,0,555,445,0.4
"177",0.440562031489622,0.0174116738348309,1,547,452,0.4
"418",0.451289354836588,0.0163555733759603,0,544,456,0.4
"244",0.459313061888241,0.0173778758662928,0,552,448,0.4
"32",0.442866818887394,0.0170978109398647,0,544,456,0.4
"383",0.455717087946265,0.0162718175832928,0,567,433,0.4
"131",0.43476540808985,0.0145969189643572,2,581,417,0.4
"311",0.449267030150372,0.0144512167778928,0,575,425,0.4
"271",0.462059605430826,0.0132979007060233,0,553,447,0.4
"462",0.461566876969373,0.015386847582238,0,522,478,0.4
"266.1",0.452734930586685,0.0170699389175585,0,539,461,0.4
"7",0.451079585166718,0.0138844837725872,2,542,456,0.4
"448",0.442150927439505,0.0148774604096876,1,556,443,0.4
"309",0.439011429847198,0.0161386151642771,0,566,434,0.4
"256",0.471785313894121,0.0147823801904052,0,505,495,0.4
"57",0.487851801874611,0.0156154316278643,0,488,512,0.4
"6.1",0.486838114445616,0.0137337136579094,1,475,524,0.4
"433",0.455855414011978,0.0185852900278398,0,545,455,0.4
"163",0.441878210347943,0.0160020136575606,0,534,466,0.4
"230",0.461250600690688,0.0179980529207852,0,528,472,0.4
