"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"73",0.45238401583817,0.0115944216210744,2,571,427,0.5
"164",0.447073482875367,0.0136065515004215,0,541,459,0.5
"295",0.464575136191248,0.0117818531511464,1,552,447,0.5
"195",0.461819386615477,0.0116258860585015,2,544,454,0.5
"181",0.475424873255905,0.0135638461309623,1,522,477,0.5
"169",0.448293533734901,0.0113911404465345,1,531,468,0.5
"165",0.477240227614834,0.0133402847432909,1,494,505,0.5
"142",0.464600684234964,0.0123277543190903,3,548,449,0.5
"214",0.4592042713431,0.0133391576200715,0,562,438,0.5
"260",0.453550805812653,0.0142935548793836,0,551,449,0.5
"257",0.454586338844068,0.0132745766751593,0,569,431,0.5
"140",0.449849902648995,0.0118392619825466,2,551,447,0.5
"206",0.441221061079316,0.0143864306769003,0,536,464,0.5
"171",0.473468058428314,0.0119093972787164,0,545,455,0.5
"312",0.486151887685287,0.0139415172315032,0,505,495,0.5
"475",0.451829982071663,0.0154140446860387,0,575,425,0.5
"358",0.484758042936553,0.0130176238751028,0,537,463,0.5
"427",0.466742892522837,0.0133660087050001,0,540,460,0.5
"79",0.486735021871316,0.0130442889333998,1,515,484,0.5
"363",0.456512403197905,0.0151130254113501,0,547,453,0.5
"477",0.449528850092754,0.0121267510835764,2,522,476,0.5
"149",0.460562887068569,0.0110803221962406,2,556,442,0.5
"364",0.455665798318271,0.0140616561648275,0,580,420,0.5
"445",0.458968800874344,0.0138037189493674,0,547,453,0.5
"112",0.489644124572294,0.0142337001916548,0,506,494,0.5
"31",0.48254283094895,0.0116174295401305,3,517,480,0.5
"284",0.45870081484553,0.0158007803604719,0,533,467,0.5
"98",0.478603906768226,0.0119726572288465,0,506,494,0.5
"190",0.430110634296414,0.0135825032579124,1,573,426,0.5
"211",0.479779070592638,0.015062952480658,1,512,487,0.5
"431",0.466014686398353,0.0110687302695832,4,536,460,0.5
"41",0.462141628969362,0.0138372698142558,0,533,467,0.5
"387",0.480704128697128,0.01323257877046,0,508,492,0.5
