   prop.aneu prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1  0.7476563 0.4930865 0.098804886 0.0234134936    0.15   0.27      0.58
2  0.3672266 0.4266654 0.001843214 0.1602381555    0.59   0.05      0.36
3  0.7178906 0.5291806 0.072699583 0.0678635115    0.14   0.34      0.52
4  0.5718359 0.4117684 0.035263159 0.0009979142    0.28   0.22      0.50
5  0.4450391 0.4712701 0.001493853 0.1487018720    0.54   0.02      0.44
6  0.4832812 0.4034990 0.027179543 0.1829072380    0.38   0.24      0.38
7  0.6143750 0.4139706 0.052584773 0.0181871504    0.23   0.32      0.45
8  0.5515234 0.4967202 0.007203957 0.1824942585    0.43   0.05      0.52
9  0.4453516 0.4282593 0.011723118 0.0959091825    0.46   0.14      0.40
10 0.4980469 0.4834729 0.007290527 0.1982978263    0.50   0.03      0.47
