   prop.aneu  prob.meio  prob.mito  dispersal euploid mosaic aneuploid
1  0.5932031 0.32811253 0.03765062 0.19681102    0.25   0.30      0.45
2  0.7087500 0.31013307 0.10157530 0.05184675    0.06   0.50      0.44
3  0.8069531 0.02035826 0.17632220 0.18606106    0.01   0.56      0.43
4  0.7866016 0.03301429 0.17397905 0.06264288    0.01   0.58      0.41
5  0.7475781 0.28370663 0.12253896 0.11630634    0.03   0.54      0.43
6  0.6418750 0.32907038 0.07182112 0.18312024    0.11   0.48      0.41
7  0.7888672 0.14063711 0.15650663 0.01103940    0.05   0.54      0.41
8  0.5896875 0.48906703 0.03450621 0.03631474    0.36   0.20      0.44
9  0.7681250 0.28922830 0.14257456 0.06189576    0.05   0.53      0.42
10 0.6301953 0.37843130 0.06337929 0.08426167    0.18   0.38      0.44
