   prop.aneu prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1  0.4543359 0.3605654 0.012957735 4.213427e-01    0.45   0.16      0.39
2  0.5562891 0.5077243 0.018936296 3.837406e-01    0.30   0.20      0.50
3  0.4195703 0.2962103 0.014003693 7.967361e-01    0.39   0.27      0.34
4  0.4204688 0.3143915 0.015493597 7.242896e-05    0.53   0.11      0.36
5  0.5475391 0.5116364 0.007019653 5.371420e-01    0.32   0.17      0.51
6  0.5821875 0.5580684 0.019628181 4.543534e-01    0.31   0.17      0.52
7  0.5841016 0.4356908 0.028132437 7.922852e-01    0.23   0.28      0.49
8  0.5428125 0.3297875 0.033331919 3.786863e-01    0.29   0.31      0.40
9  0.5155859 0.4207202 0.011850626 1.332514e-01    0.40   0.13      0.47
10 0.5974219 0.5659275 0.018543682 2.969111e-01    0.26   0.20      0.54
