"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"16",0.229125786055713,0.0101800594571811,5,787,208,0.6
"31",0.113366698204773,0.0163745519018266,0,894,106,0.6
"1",0.223441433028386,0.00399021837767569,113,655,232,0.6
"32",0.674824626323534,0.00344527991954237,63,244,693,0.6
"55",0.635642980788556,0.0199671928767545,0,363,637,0.6
"9",0.46906057235082,0.00605728142422562,24,524,452,0.6
"49",0.757137901096436,0.021881898398169,0,257,743,0.6
"81",0.780070503975171,0.486257533377407,0,87,913,0.6
"90",0.142455015738669,0.515460870612045,0,200,800,0.6
"41",0.0145331587727199,0.0138476531546146,1,983,16,0.6
"47",0.194690558933977,0.0339278466924164,0,808,192,0.6
"66",0.900902410777053,0.634790502061369,0,5,995,0.6
"19",0.258316581627249,0.0180859564314898,0,752,248,0.6
"96",0.0806638591147449,0.56954747348063,0,116,884,0.6
"86",0.651542332724188,0.0402670433048854,0,354,646,0.6
"71",0.296122152685438,0.0296436931214357,0,690,310,0.6
"20",0.543860960936471,0.00716495869682421,15,465,520,0.6
"33",0.287629011233717,0.0265264432489072,0,695,305,0.6
"15",0.0811624590558513,0.0151102008736132,0,917,83,0.6
"51",0.466119817316066,0.0250155717600137,0,503,497,0.6
"46",0.337517203518497,0.036179054409885,0,644,356,0.6
"12",0.660211091078292,0.00311053985767464,75,264,661,0.6
"5",0.274450295051037,0.010272306355204,3,717,280,0.6
"44",0.842952672390351,0.00338581621080082,35,128,837,0.6
"95",0.577595660257143,0.479025444952766,0,139,861,0.6
"87",0.197171641134204,0.0293955890660355,0,795,205,0.6
"21",0.567598788372403,0.0126062049290757,3,431,566,0.6
"30",0.61480550170294,0.00504463629098609,32,351,617,0.6
"7",0.255338143576103,0.00871845908547794,12,738,250,0.6
"26",0.517460048083493,0.0192877444879683,0,469,531,0.6
"33.1",0.287629011233717,0.0265264432489072,0,691,309,0.6
"7.1",0.255338143576103,0.00871845908547794,7,729,264,0.6
"75",0.579032409773641,0.846243134603257,0,0,1000,0.6
"77",0.0857780496205669,0.0381830397504382,0,906,94,0.6
