"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"349",0.478604137427549,0.00625989298220738,22,499,479,0.5
"386",0.44260623916651,0.00770232541153526,11,577,412,0.5
"202",0.501366519215377,0.00654864581929936,13,487,500,0.5
"122",0.46728797783966,0.00722807446866708,16,532,452,0.5
"161",0.481418343895582,0.00621853223356411,26,510,464,0.5
"308",0.44679168092422,0.00703350745854942,11,525,464,0.5
"197",0.457089463353995,0.00816123180449972,11,547,442,0.5
"65",0.465453622072029,0.00749564184865616,7,540,453,0.5
"138",0.477618262689553,0.0072459980565166,11,497,492,0.5
"188",0.446183174167806,0.00675562573258352,19,546,435,0.5
"403",0.470816427447582,0.00745888448985005,11,532,457,0.5
"203",0.449037942581541,0.0068288022568113,13,563,424,0.5
"114",0.486737468508694,0.00706890564777127,17,494,489,0.5
"344",0.443495805089072,0.00776203096190851,9,548,443,0.5
"434",0.486854875641245,0.00781713113791383,5,493,502,0.5
"15",0.498940762090089,0.00768695745403115,7,489,504,0.5
"325",0.475609949601065,0.00737256967079218,14,526,460,0.5
"40",0.476848589429146,0.00615024480308594,29,533,438,0.5
"84",0.455135891922838,0.005953133218782,25,531,444,0.5
"117",0.477333522895585,0.00740175403123417,4,519,477,0.5
"194",0.453673249657634,0.00658930618721068,23,517,460,0.5
"398",0.433871356094798,0.00657984369396563,20,564,416,0.5
"219",0.471820984020919,0.00721872923018685,11,504,485,0.5
"57",0.452406768332391,0.00691869976087946,19,543,438,0.5
"200",0.456750021915675,0.00594814357833952,31,503,466,0.5
"125",0.468410884642203,0.00664465507228972,16,541,443,0.5
"365",0.459556579797833,0.00766902179363245,7,548,445,0.5
"303",0.478391406843915,0.00598651176260257,25,513,462,0.5
"276",0.472701672381851,0.0070322865519425,21,481,498,0.5
"54",0.47776828312778,0.00700808479032522,8,497,495,0.5
"275",0.480681488248034,0.00621994882642912,22,481,497,0.5
"309",0.445953901891631,0.0062242988175163,33,541,426,0.5
"363",0.478306469111329,0.00750661109026823,14,505,481,0.5
"143",0.466509217949584,0.00754085449840128,14,525,461,0.5
"193",0.452965771062995,0.00608720440116574,26,512,462,0.5
"324",0.474266434359668,0.00770393538923198,8,535,457,0.5
"51",0.47414905326067,0.00709414752929041,16,500,484,0.5
"5",0.468128119778717,0.00733933307679179,24,519,457,0.5
"2",0.457131525444878,0.00800701394068966,4,530,466,0.5
"425",0.486863140468172,0.00642480366010111,17,490,493,0.5
"218",0.473862414187278,0.00608923693814227,25,480,495,0.5
"11",0.45938002858367,0.00715933945472744,15,507,478,0.5
"91",0.462495980470206,0.00540297497602401,39,479,482,0.5
"303.1",0.478391406843915,0.00598651176260257,28,508,464,0.5
"364",0.47369510915047,0.00702142552982528,11,507,482,0.5
