"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"464",0.381464184410225,0.0266537260518827,0,620,380,0
"193",0.382653698348633,0.0289174172024752,0,630,370,0
"475",0.382359946976701,0.0286740949911298,0,644,356,0
"226",0.376534060331474,0.0297076345607676,0,639,361,0
"171",0.384429507949043,0.0302694035226463,0,612,388,0
"474",0.410871610651958,0.0261495156167971,0,579,421,0
"57",0.399311485007587,0.0293959651126369,0,600,400,0
"194",0.37872480542281,0.0323022911851167,0,635,365,0
"340",0.398450487758216,0.0303641361121928,0,596,404,0
"350",0.396565623027342,0.0286468563348804,0,610,390,0
"473",0.408670212033043,0.0311669887348731,0,590,410,0
"451",0.402289512335274,0.0259139029329653,0,612,388,0
"416",0.396736493666868,0.0266450495973823,0,630,370,0
"309",0.398491712792147,0.0284171566139274,0,638,362,0
"104",0.395165556051613,0.0301214104629757,0,605,395,0
"234",0.402527674993734,0.0257409949331102,0,575,425,0
"355",0.395990058398634,0.0311539890487905,0,600,400,0
"18",0.435216481958615,0.032507829318034,0,551,449,0
"355.1",0.395990058398634,0.0311539890487905,0,597,403,0
"3",0.399160239271011,0.0305142425648163,0,588,412,0
"32",0.389417017331475,0.0273242236238447,0,596,404,0
"14",0.37974586396071,0.0283573160344419,0,619,381,0
"116",0.369482312642702,0.0286104423079093,0,617,383,0
"142",0.379550677748314,0.0304709033319697,0,600,400,0
"334",0.387585190143458,0.0309577322176999,0,612,388,0
"127",0.387607977410513,0.030618091428894,0,608,392,0
"471",0.398230914645833,0.0262175374312527,0,618,382,0
"291",0.397559977869905,0.030628475254923,0,607,393,0
"159",0.396518495510717,0.029173234836968,0,593,407,0
"64",0.409016835339203,0.0260400204848844,0,607,393,0
"495",0.401003011026079,0.0286650422758999,0,575,425,0
"2",0.401535808952641,0.0301555590074137,0,616,384,0
"456",0.38449180031684,0.0276578044773318,0,598,402,0
"325",0.400756941246682,0.0300078583388022,0,605,395,0
"107",0.366163613356794,0.0352158799912466,0,618,382,0
"186",0.389991696920504,0.0268410349949966,0,604,396,0
"295",0.402801370097473,0.0270789161514972,0,607,393,0
"154",0.399736791703308,0.0286266610646025,0,609,391,0
"381",0.381917871305825,0.0310421630818498,0,636,364,0
"317",0.383695255697867,0.0292481095333515,0,614,386,0
"364",0.384463701374482,0.029420212572667,0,617,383,0
"16",0.394316401335968,0.0325498512971125,0,597,403,0
"112",0.362534695304258,0.0307342657616184,0,643,357,0
"285",0.398222741617852,0.0297730123568319,0,625,375,0
"466",0.395034686685935,0.0330833868227109,0,614,386,0
"193.1",0.382653698348633,0.0289174172024752,0,597,403,0
"54",0.40388407062849,0.0276338937784689,0,613,387,0
"42",0.402146232374369,0.0306530098166341,0,598,402,0
"285.1",0.398222741617852,0.0297730123568319,0,620,380,0
"235",0.389218947018385,0.0289507376899335,0,603,397,0
"65",0.399885604781979,0.0260009908552901,0,606,394,0
"466.1",0.395034686685935,0.0330833868227109,0,627,373,0
"145",0.391205631082999,0.0322514912248402,0,585,415,0
"262",0.374094914194014,0.0271517687543435,0,626,374,0
