"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"53",0.477064894794932,0.00831179742213831,5,497,498,0.4
"398",0.469374889188487,0.00811153882602938,8,535,457,0.4
"242",0.46498641223412,0.00921528498035977,3,538,459,0.4
"191",0.449866689738861,0.00911222476682062,10,540,450,0.4
"219",0.46860785887309,0.00837439991876277,6,521,473,0.4
"73",0.488160980843694,0.00837395197975857,7,501,492,0.4
"100",0.459594763595867,0.0075622650104109,6,534,460,0.4
"217",0.475920696099469,0.0080892939550886,10,506,484,0.4
"443",0.471211135054541,0.00855609585797185,7,494,499,0.4
"25",0.42759507965543,0.00802174474986607,7,573,420,0.4
"330",0.44974946074877,0.009068175975982,4,535,461,0.4
"416",0.475946860788579,0.00809538963809063,10,500,490,0.4
"246",0.474330505847911,0.00934070071829803,2,529,469,0.4
"50",0.453737664160494,0.00837072634116664,9,557,434,0.4
"348",0.459778070638378,0.00935145188884543,4,577,419,0.4
"164",0.44580313151503,0.00824227532486438,5,567,428,0.4
"333",0.480613981016452,0.00860555670887251,7,523,470,0.4
"166",0.468787315457104,0.00834651119612642,3,572,425,0.4
"224",0.467462667955291,0.00828799515329273,5,516,479,0.4
"348.1",0.459778070638378,0.00935145188884543,3,586,411,0.4
"115",0.482710919401908,0.0080864156843425,5,506,489,0.4
"193",0.452629902693043,0.00805321741693674,8,556,436,0.4
"164.1",0.44580313151503,0.00824227532486438,6,528,466,0.4
"245",0.454951391538758,0.0070194207526879,16,542,442,0.4
"246.1",0.474330505847911,0.00934070071829803,4,534,462,0.4
"385",0.457196574107181,0.00760611254651512,17,511,472,0.4
"390",0.476674021823774,0.00808609650647859,11,549,440,0.4
"321",0.465314431332238,0.0101072410530485,3,525,472,0.4
"319",0.478400440721129,0.00743932729066224,9,520,471,0.4
"113",0.468093613503711,0.00961985606321745,0,525,475,0.4
"264",0.457548175367494,0.00936522326455332,6,530,464,0.4
"249",0.480617856004098,0.00658480556579205,29,476,495,0.4
"20",0.452839958317891,0.0069147147323991,10,503,487,0.4
"157",0.458107757852874,0.00852339801465888,3,533,464,0.4
"100.1",0.459594763595867,0.0075622650104109,8,544,448,0.4
"164.2",0.44580313151503,0.00824227532486438,4,536,460,0.4
"140",0.47899725735619,0.00881380237331675,7,510,483,0.4
"388",0.471062436865162,0.00739015077212522,10,505,485,0.4
"203",0.455821570146105,0.00777551682417287,8,560,432,0.4
"137",0.470560282407887,0.00777860533616434,7,518,475,0.4
"42",0.460072165044589,0.00796875091397364,11,520,469,0.4
"57",0.472215424613917,0.00763686977809209,8,510,482,0.4
"355",0.453943160043073,0.00860975960764873,4,523,473,0.4
"29",0.449257763305182,0.00803737004928861,11,534,455,0.4
"444",0.453460780172596,0.00931211737675262,3,552,445,0.4
"398.1",0.469374889188487,0.00811153882602938,8,533,459,0.4
"34",0.477510916539858,0.0096502924868964,5,537,458,0.4
"81",0.455017473404886,0.00826877238687794,11,550,439,0.4
"211",0.462019000767013,0.00778652156152381,11,530,459,0.4
"367",0.450964032543393,0.00802139685694978,4,541,455,0.4
"96",0.459862934644257,0.00758106332800967,14,522,464,0.4
"77",0.451879054783653,0.00836824311532369,3,501,496,0.4
"11",0.464441642621078,0.00859490798968898,10,525,465,0.4
"244",0.485708814067244,0.00893175663107982,3,492,505,0.4
"130",0.452201471149665,0.00910790114204581,8,554,438,0.4
"35",0.470147150036745,0.00723600883351831,20,503,477,0.4
"28",0.460008565989107,0.00865832459854155,6,534,460,0.4
"201",0.468714981300029,0.0069106116317163,10,515,475,0.4
"269",0.496318524458374,0.00808394187086869,10,500,490,0.4
"264.1",0.457548175367494,0.00936522326455332,3,584,413,0.4
"334",0.479246774885604,0.00744089500274374,13,530,457,0.4
"347",0.435079614202603,0.00808813190244623,6,549,445,0.4
"311",0.447883769490982,0.00824647120997006,5,558,437,0.4
"246.2",0.474330505847911,0.00934070071829803,2,528,470,0.4
"299",0.469882684658275,0.00880395422696699,3,551,446,0.4
"373",0.454046081443643,0.00792353610128914,8,539,453,0.4
"422",0.473451530679332,0.00883007950057844,5,530,465,0.4
"405",0.466397317834315,0.00826993876120326,12,527,461,0.4
"227",0.454391659278149,0.00805779876475957,7,533,460,0.4
"308",0.451147866086398,0.00848704754295457,6,544,450,0.4
"423",0.478401912847161,0.00774075316135031,7,512,481,0.4
"193.1",0.452629902693043,0.00805321741693674,7,526,467,0.4
"279",0.479805916013058,0.00794500930154761,9,504,487,0.4
"429",0.469142357276892,0.00775050513373111,10,518,472,0.4
"267",0.469051974239194,0.00846599028241506,7,544,449,0.4
"27",0.454999351940356,0.00902932141170537,3,508,489,0.4
"163",0.453298246544639,0.0101163498635416,8,549,443,0.4
"49",0.441830114123018,0.00841569668347658,7,583,410,0.4
"297",0.472024505362531,0.00927417405067339,8,517,475,0.4
"349",0.460759386518197,0.00763908609782253,14,557,429,0.4
"423.1",0.478401912847161,0.00774075316135031,13,495,492,0.4
"202",0.444698753517611,0.0087347812296693,4,567,429,0.4
"199",0.481605685045675,0.00779749243347667,11,487,502,0.4
"402",0.478678020170808,0.00875212605412451,6,502,492,0.4
"188",0.445923062283634,0.00829694507194711,9,530,461,0.4
"170",0.463171064492241,0.00829427314557005,7,518,475,0.4
"99",0.47474802841477,0.00744267209806714,15,538,447,0.4
"208",0.482351758819406,0.00858022277180104,2,503,495,0.4
"203.1",0.455821570146105,0.00777551682417287,6,535,459,0.4
"44",0.471975821181344,0.00899126348386503,6,539,455,0.4
"170.1",0.463171064492241,0.00829427314557005,11,538,451,0.4
"2",0.460244899705192,0.00846810063985984,8,553,439,0.4
"361",0.471333412419768,0.00769823730352018,16,508,476,0.4
"149",0.468336236012776,0.0084743686700807,17,507,476,0.4
"130.1",0.452201471149665,0.00910790114204581,5,544,451,0.4
"436",0.478454695922457,0.00815047190564134,4,524,472,0.4
"64",0.445770159271405,0.00853042940643014,8,560,432,0.4
"34.1",0.477510916539858,0.0096502924868964,0,511,489,0.4
"102",0.46414014120618,0.0080552063384843,6,540,454,0.4
"61",0.462693944349313,0.00924192333627881,2,530,468,0.4
"369",0.472121634296906,0.00808715892501243,5,539,456,0.4
"342",0.435933821891972,0.00755537260375585,14,563,423,0.4
"275",0.464666678734138,0.00755764036213816,11,532,457,0.4
"373.1",0.454046081443643,0.00792353610128914,7,532,461,0.4
"139",0.462556176796621,0.00967083120422191,3,536,461,0.4
"92",0.461931464303325,0.00844030077077107,11,539,450,0.4
"251",0.469337447948815,0.00739852304775611,12,514,474,0.4
"223",0.466275946121126,0.00853033633778055,7,490,503,0.4
"98",0.477245147199143,0.00815549935516623,11,490,499,0.4
"120",0.459463870406472,0.00869008546262413,5,516,479,0.4
"321.1",0.465314431332238,0.0101072410530485,4,514,482,0.4
"169",0.442920518930353,0.00804549710325518,11,541,448,0.4
"154",0.457600632126623,0.00881461608803354,7,537,456,0.4
"306",0.445936606566593,0.00771576619975877,9,532,459,0.4
"177",0.451103777320412,0.00835389955612384,10,545,445,0.4
"132",0.47216617479176,0.00823355664441528,10,501,489,0.4
"198",0.46486502414623,0.00846256260220101,8,526,466,0.4
"362",0.451134374961455,0.00782061102520099,7,507,486,0.4
"260",0.485073954907396,0.00768450498851089,9,490,501,0.4
"226",0.450779207835221,0.00908531566288768,6,540,454,0.4
"364",0.46445758908793,0.00797745426766006,13,541,446,0.4
"296",0.44976924533466,0.00781483209429951,14,513,473,0.4
"47",0.44763795740966,0.00906399561318804,11,566,423,0.4
"278",0.462782798898197,0.00848504907237236,9,510,481,0.4
"232",0.468587342126894,0.00823029032049149,6,527,467,0.4
"134",0.448323489123131,0.00848455817722649,10,549,441,0.4
"405.1",0.466397317834315,0.00826993876120326,5,522,473,0.4
"170.2",0.463171064492241,0.00829427314557005,8,527,465,0.4
"75",0.469631224767433,0.00782462238598745,16,525,459,0.4
"115.1",0.482710919401908,0.0080864156843425,11,501,488,0.4
"44.1",0.471975821181344,0.00899126348386503,2,522,476,0.4
"143",0.470347919562821,0.00849154429105084,3,538,459,0.4
"237",0.471101589763719,0.00859280041741741,8,528,464,0.4
"76",0.44353098453959,0.00844128702119989,6,547,447,0.4
"216",0.459670409885749,0.00696370489230656,18,497,485,0.4
"20.1",0.452839958317891,0.0069147147323991,22,527,451,0.4
"66",0.465107858799994,0.00832664085885688,8,523,469,0.4
"315",0.469707190574295,0.00857343508210642,5,532,463,0.4
"114",0.454141729648171,0.00772514595624276,10,540,450,0.4
"243",0.476570214449589,0.0079682310762732,10,509,481,0.4
"445",0.455421101498449,0.00831005650388515,6,518,476,0.4
"93",0.483256911847576,0.00807319868612881,8,502,490,0.4
"257",0.450078478111398,0.0087976633875644,3,564,433,0.4
"259",0.455216211883185,0.00873507851992258,3,523,474,0.4
"202.1",0.444698753517611,0.0087347812296693,5,517,478,0.4
"91",0.461433729262344,0.00781549269680489,9,544,447,0.4
"225",0.473162331456878,0.0070063875282447,15,519,466,0.4
"273",0.478044591919583,0.00798109366262408,10,548,442,0.4
"411",0.489572900832784,0.0083715159991628,6,493,501,0.4
"528",0.430077174456161,0.00900619632489138,4,569,427,0.4
"231",0.476088682430432,0.00906785793848947,3,536,461,0.4
"306.1",0.445936606566593,0.00771576619975877,12,565,423,0.4
"345",0.462308859595952,0.00896557526088049,4,559,437,0.4
"347.1",0.435079614202603,0.00808813190244623,11,553,436,0.4
"3",0.464115020855349,0.00815382504647392,10,525,465,0.4
"23",0.446343024119695,0.00804893623666498,14,537,449,0.4
"357",0.460303337003708,0.00796727790044846,7,541,452,0.4
"301",0.439541633552997,0.00934484530339631,5,564,431,0.4
"407",0.472449563857592,0.0090752596038758,6,535,459,0.4
"372",0.47553451665523,0.00843300808985501,7,515,478,0.4
"260.1",0.485073954907396,0.00768450498851089,12,535,453,0.4
"355.1",0.453943160043073,0.00860975960764873,2,520,478,0.4
"394",0.438220024157386,0.00872314254916243,9,559,432,0.4
