    prop.aneu prob.meio  prob.mito dispersal euploid mosaic aneuploid
1   1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
2   1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
3   1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
4   1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
5   1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
6   0.5390625 0.4361403 0.15539752         0    0.10   0.27      0.63
7   1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
8   0.6250000 0.4361403 0.15539752         0    0.10   0.27      0.63
9   0.6093750 0.4361403 0.15539752         0    0.10   0.27      0.63
10  0.4687500 0.4361403 0.15539752         0    0.10   0.27      0.63
11  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
12  0.7968750 0.4361403 0.15539752         0    0.10   0.27      0.63
13  0.8906250 0.4361403 0.15539752         0    0.10   0.27      0.63
14  0.7500000 0.4361403 0.15539752         0    0.10   0.27      0.63
15  0.7500000 0.4361403 0.15539752         0    0.10   0.27      0.63
16  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
17  0.8945312 0.4361403 0.15539752         0    0.10   0.27      0.63
18  0.8593750 0.4361403 0.15539752         0    0.10   0.27      0.63
19  0.8398438 0.4361403 0.15539752         0    0.10   0.27      0.63
20  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
21  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
22  0.5937500 0.4361403 0.15539752         0    0.10   0.27      0.63
23  0.6093750 0.4361403 0.15539752         0    0.10   0.27      0.63
24  0.5546875 0.4361403 0.15539752         0    0.10   0.27      0.63
25  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
26  0.8710938 0.4361403 0.15539752         0    0.10   0.27      0.63
27  0.7578125 0.4361403 0.15539752         0    0.10   0.27      0.63
28  0.6367188 0.4361403 0.15539752         0    0.10   0.27      0.63
29  0.5664062 0.4361403 0.15539752         0    0.10   0.27      0.63
30  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
31  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
32  0.6757812 0.4361403 0.15539752         0    0.10   0.27      0.63
33  0.6250000 0.4361403 0.15539752         0    0.10   0.27      0.63
34  0.5078125 0.4361403 0.15539752         0    0.10   0.27      0.63
35  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
36  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
37  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
38  0.6406250 0.4361403 0.15539752         0    0.10   0.27      0.63
39  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
40  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
41  0.7109375 0.4361403 0.15539752         0    0.10   0.27      0.63
42  0.8789062 0.4361403 0.15539752         0    0.10   0.27      0.63
43  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
44  0.7343750 0.4361403 0.15539752         0    0.10   0.27      0.63
45  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
46  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
47  0.9218750 0.4361403 0.15539752         0    0.10   0.27      0.63
48  0.6562500 0.4361403 0.15539752         0    0.10   0.27      0.63
49  0.5351562 0.4361403 0.15539752         0    0.10   0.27      0.63
50  0.5898438 0.4361403 0.15539752         0    0.10   0.27      0.63
51  0.6093750 0.4361403 0.15539752         0    0.10   0.27      0.63
52  0.6835938 0.4361403 0.15539752         0    0.10   0.27      0.63
53  0.7265625 0.4361403 0.15539752         0    0.10   0.27      0.63
54  0.6640625 0.4361403 0.15539752         0    0.10   0.27      0.63
55  0.6914062 0.4361403 0.15539752         0    0.10   0.27      0.63
56  0.8320312 0.4361403 0.15539752         0    0.10   0.27      0.63
57  0.7851562 0.4361403 0.15539752         0    0.10   0.27      0.63
58  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
59  0.8476562 0.4361403 0.15539752         0    0.10   0.27      0.63
60  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
61  0.7031250 0.4361403 0.15539752         0    0.10   0.27      0.63
62  0.7695312 0.4361403 0.15539752         0    0.10   0.27      0.63
63  0.8867188 0.4361403 0.15539752         0    0.10   0.27      0.63
64  0.6757812 0.4361403 0.15539752         0    0.10   0.27      0.63
65  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
66  0.5937500 0.4361403 0.15539752         0    0.10   0.27      0.63
67  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
68  0.8203125 0.4361403 0.15539752         0    0.10   0.27      0.63
69  0.8671875 0.4361403 0.15539752         0    0.10   0.27      0.63
70  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
71  0.7656250 0.4361403 0.15539752         0    0.10   0.27      0.63
72  0.7617188 0.4361403 0.15539752         0    0.10   0.27      0.63
73  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
74  0.8242188 0.4361403 0.15539752         0    0.10   0.27      0.63
75  0.6757812 0.4361403 0.15539752         0    0.10   0.27      0.63
76  0.5859375 0.4361403 0.15539752         0    0.10   0.27      0.63
77  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
78  0.9023438 0.4361403 0.15539752         0    0.10   0.27      0.63
79  0.5859375 0.4361403 0.15539752         0    0.10   0.27      0.63
80  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
81  0.7148438 0.4361403 0.15539752         0    0.10   0.27      0.63
82  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
83  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
84  0.8750000 0.4361403 0.15539752         0    0.10   0.27      0.63
85  0.8984375 0.4361403 0.15539752         0    0.10   0.27      0.63
86  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
87  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
88  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
89  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
90  0.7226562 0.4361403 0.15539752         0    0.10   0.27      0.63
91  0.7070312 0.4361403 0.15539752         0    0.10   0.27      0.63
92  0.7890625 0.4361403 0.15539752         0    0.10   0.27      0.63
93  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
94  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
95  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
96  0.7578125 0.4361403 0.15539752         0    0.10   0.27      0.63
97  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
98  0.8437500 0.4361403 0.15539752         0    0.10   0.27      0.63
99  1.0000000 0.4361403 0.15539752         0    0.10   0.27      0.63
100 0.7656250 0.4361403 0.15539752         0    0.10   0.27      0.63
101 0.7304688 0.1672655 0.10248217         0    0.18   0.42      0.40
102 0.5195312 0.1672655 0.10248217         0    0.18   0.42      0.40
103 0.8320312 0.1672655 0.10248217         0    0.18   0.42      0.40
104 0.5390625 0.1672655 0.10248217         0    0.18   0.42      0.40
105 0.7539062 0.1672655 0.10248217         0    0.18   0.42      0.40
106 0.6445312 0.1672655 0.10248217         0    0.18   0.42      0.40
107 0.7226562 0.1672655 0.10248217         0    0.18   0.42      0.40
108 0.5585938 0.1672655 0.10248217         0    0.18   0.42      0.40
109 0.7070312 0.1672655 0.10248217         0    0.18   0.42      0.40
110 0.8671875 0.1672655 0.10248217         0    0.18   0.42      0.40
111 0.3671875 0.1672655 0.10248217         0    0.18   0.42      0.40
112 0.6601562 0.1672655 0.10248217         0    0.18   0.42      0.40
113 0.4453125 0.1672655 0.10248217         0    0.18   0.42      0.40
114 0.4960938 0.1672655 0.10248217         0    0.18   0.42      0.40
115 0.6875000 0.1672655 0.10248217         0    0.18   0.42      0.40
116 0.5820312 0.1672655 0.10248217         0    0.18   0.42      0.40
117 0.7656250 0.1672655 0.10248217         0    0.18   0.42      0.40
118 0.5195312 0.1672655 0.10248217         0    0.18   0.42      0.40
119 0.4843750 0.1672655 0.10248217         0    0.18   0.42      0.40
120 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
121 0.6875000 0.1672655 0.10248217         0    0.18   0.42      0.40
122 0.5351562 0.1672655 0.10248217         0    0.18   0.42      0.40
123 0.3750000 0.1672655 0.10248217         0    0.18   0.42      0.40
124 0.4218750 0.1672655 0.10248217         0    0.18   0.42      0.40
125 0.4843750 0.1672655 0.10248217         0    0.18   0.42      0.40
126 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
127 0.5273438 0.1672655 0.10248217         0    0.18   0.42      0.40
128 0.5625000 0.1672655 0.10248217         0    0.18   0.42      0.40
129 0.5585938 0.1672655 0.10248217         0    0.18   0.42      0.40
130 0.6210938 0.1672655 0.10248217         0    0.18   0.42      0.40
131 0.6054688 0.1672655 0.10248217         0    0.18   0.42      0.40
132 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
133 0.3906250 0.1672655 0.10248217         0    0.18   0.42      0.40
134 0.6484375 0.1672655 0.10248217         0    0.18   0.42      0.40
135 0.7500000 0.1672655 0.10248217         0    0.18   0.42      0.40
136 0.8437500 0.1672655 0.10248217         0    0.18   0.42      0.40
137 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
138 0.6718750 0.1672655 0.10248217         0    0.18   0.42      0.40
139 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
140 0.6914062 0.1672655 0.10248217         0    0.18   0.42      0.40
141 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
142 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
143 0.4023438 0.1672655 0.10248217         0    0.18   0.42      0.40
144 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
145 0.3984375 0.1672655 0.10248217         0    0.18   0.42      0.40
146 0.7109375 0.1672655 0.10248217         0    0.18   0.42      0.40
147 0.8710938 0.1672655 0.10248217         0    0.18   0.42      0.40
148 0.5898438 0.1672655 0.10248217         0    0.18   0.42      0.40
149 0.6601562 0.1672655 0.10248217         0    0.18   0.42      0.40
150 0.5781250 0.1672655 0.10248217         0    0.18   0.42      0.40
151 0.5195312 0.1672655 0.10248217         0    0.18   0.42      0.40
152 0.5195312 0.1672655 0.10248217         0    0.18   0.42      0.40
153 0.4687500 0.1672655 0.10248217         0    0.18   0.42      0.40
154 0.8046875 0.1672655 0.10248217         0    0.18   0.42      0.40
155 0.4609375 0.1672655 0.10248217         0    0.18   0.42      0.40
156 0.5156250 0.1672655 0.10248217         0    0.18   0.42      0.40
157 0.4882812 0.1672655 0.10248217         0    0.18   0.42      0.40
158 0.5390625 0.1672655 0.10248217         0    0.18   0.42      0.40
159 0.8554688 0.1672655 0.10248217         0    0.18   0.42      0.40
160 0.6093750 0.1672655 0.10248217         0    0.18   0.42      0.40
161 0.5781250 0.1672655 0.10248217         0    0.18   0.42      0.40
162 0.6171875 0.1672655 0.10248217         0    0.18   0.42      0.40
163 0.6640625 0.1672655 0.10248217         0    0.18   0.42      0.40
164 0.6289062 0.1672655 0.10248217         0    0.18   0.42      0.40
165 0.5820312 0.1672655 0.10248217         0    0.18   0.42      0.40
166 0.5156250 0.1672655 0.10248217         0    0.18   0.42      0.40
167 0.6796875 0.1672655 0.10248217         0    0.18   0.42      0.40
168 0.4218750 0.1672655 0.10248217         0    0.18   0.42      0.40
169 0.7070312 0.1672655 0.10248217         0    0.18   0.42      0.40
170 0.4726562 0.1672655 0.10248217         0    0.18   0.42      0.40
171 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
172 0.6835938 0.1672655 0.10248217         0    0.18   0.42      0.40
173 0.6914062 0.1672655 0.10248217         0    0.18   0.42      0.40
174 0.8593750 0.1672655 0.10248217         0    0.18   0.42      0.40
175 0.6210938 0.1672655 0.10248217         0    0.18   0.42      0.40
176 0.5546875 0.1672655 0.10248217         0    0.18   0.42      0.40
177 0.4960938 0.1672655 0.10248217         0    0.18   0.42      0.40
178 0.4375000 0.1672655 0.10248217         0    0.18   0.42      0.40
179 0.4765625 0.1672655 0.10248217         0    0.18   0.42      0.40
180 0.3359375 0.1672655 0.10248217         0    0.18   0.42      0.40
181 0.2890625 0.1672655 0.10248217         0    0.18   0.42      0.40
182 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
183 0.4414062 0.1672655 0.10248217         0    0.18   0.42      0.40
184 0.6679688 0.1672655 0.10248217         0    0.18   0.42      0.40
185 0.3828125 0.1672655 0.10248217         0    0.18   0.42      0.40
186 0.5859375 0.1672655 0.10248217         0    0.18   0.42      0.40
187 0.3867188 0.1672655 0.10248217         0    0.18   0.42      0.40
188 0.4101562 0.1672655 0.10248217         0    0.18   0.42      0.40
189 0.5937500 0.1672655 0.10248217         0    0.18   0.42      0.40
190 0.4492188 0.1672655 0.10248217         0    0.18   0.42      0.40
191 0.4804688 0.1672655 0.10248217         0    0.18   0.42      0.40
192 0.6562500 0.1672655 0.10248217         0    0.18   0.42      0.40
193 0.7460938 0.1672655 0.10248217         0    0.18   0.42      0.40
194 0.2617188 0.1672655 0.10248217         0    0.18   0.42      0.40
195 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
196 0.5234375 0.1672655 0.10248217         0    0.18   0.42      0.40
197 0.8359375 0.1672655 0.10248217         0    0.18   0.42      0.40
198 0.4023438 0.1672655 0.10248217         0    0.18   0.42      0.40
199 1.0000000 0.1672655 0.10248217         0    0.18   0.42      0.40
200 0.4609375 0.1672655 0.10248217         0    0.18   0.42      0.40
201 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
202 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
203 0.8710938 0.2016830 0.14843027         0    0.12   0.43      0.45
204 0.8203125 0.2016830 0.14843027         0    0.12   0.43      0.45
205 0.8554688 0.2016830 0.14843027         0    0.12   0.43      0.45
206 0.6914062 0.2016830 0.14843027         0    0.12   0.43      0.45
207 0.8320312 0.2016830 0.14843027         0    0.12   0.43      0.45
208 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
209 0.7968750 0.2016830 0.14843027         0    0.12   0.43      0.45
210 0.5625000 0.2016830 0.14843027         0    0.12   0.43      0.45
211 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
212 0.5820312 0.2016830 0.14843027         0    0.12   0.43      0.45
213 0.6718750 0.2016830 0.14843027         0    0.12   0.43      0.45
214 0.7031250 0.2016830 0.14843027         0    0.12   0.43      0.45
215 0.7851562 0.2016830 0.14843027         0    0.12   0.43      0.45
216 0.6562500 0.2016830 0.14843027         0    0.12   0.43      0.45
217 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
218 0.6796875 0.2016830 0.14843027         0    0.12   0.43      0.45
219 0.8632812 0.2016830 0.14843027         0    0.12   0.43      0.45
220 0.7656250 0.2016830 0.14843027         0    0.12   0.43      0.45
221 0.7617188 0.2016830 0.14843027         0    0.12   0.43      0.45
222 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
223 0.8242188 0.2016830 0.14843027         0    0.12   0.43      0.45
224 0.6445312 0.2016830 0.14843027         0    0.12   0.43      0.45
225 0.8125000 0.2016830 0.14843027         0    0.12   0.43      0.45
226 0.6796875 0.2016830 0.14843027         0    0.12   0.43      0.45
227 0.7500000 0.2016830 0.14843027         0    0.12   0.43      0.45
228 0.6562500 0.2016830 0.14843027         0    0.12   0.43      0.45
229 0.8007812 0.2016830 0.14843027         0    0.12   0.43      0.45
230 0.6171875 0.2016830 0.14843027         0    0.12   0.43      0.45
231 0.6328125 0.2016830 0.14843027         0    0.12   0.43      0.45
232 0.7460938 0.2016830 0.14843027         0    0.12   0.43      0.45
233 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
234 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
235 1.0000000 0.2016830 0.14843027         0    0.12   0.43      0.45
236 0.8281250 0.2016830 0.14843027         0    0.12   0.43      0.45
237 0.6914062 0.2016830 0.14843027         0    0.12   0.43      0.45
