"","prop.aneu","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","misdiagnosed.rates"
"1",0.0078125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"2",0.0234375,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"3",0.01953125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"4",0.015625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"5",0.01953125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"6",0.1953125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"7",0.01953125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"8",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"9",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"10",0.03125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"11",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"12",0.0390625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"13",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"14",0.08984375,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"15",0.0234375,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"16",0.0703125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"17",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"18",0.0390625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"19",0.10546875,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"20",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"21",0.09375,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"22",0.0078125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"23",0.01171875,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"24",0.0390625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"25",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"26",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"27",0.0625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"28",0.03125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"29",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"30",0.01171875,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"31",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"32",0.0390625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"33",0.0625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"34",0.05078125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"35",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"36",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"37",0.515625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"38",0.125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"39",0.27734375,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"40",0.00390625,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"41",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"42",0.01953125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"43",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"44",0.51953125,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
"45",1,0.299561384133995,0.00815154006704688,0.797116184141487,0.47,0.21,0.32,0.2
