"","prop.aneu","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","misdiagnosed.rates"
"1",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"2",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"3",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"4",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"5",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"6",0.046875,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"7",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"8",0.12890625,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"9",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"10",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"11",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"12",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"13",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"14",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"15",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"16",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"17",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"18",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"19",0.0078125,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"20",0.0078125,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"21",0.0078125,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"22",0.265625,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"23",0.00390625,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"24",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"25",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"26",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"27",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"28",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"29",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"30",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"31",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"32",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"33",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"34",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"35",0,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"36",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
"37",1,0.59344662213698,0.00155427423305809,0.248959202785045,0.39,0.02,0.59,0.5
